id,name,year,duration,genre,actors
934,Solaris,2002,99 min,"Drama, Mystery, Romance","George Clooney,Natascha McElhone,Ulrich Tukur,Viola Davis"
935,The Black Hole,1979,98 min,"Action, Sci-Fi","Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms"
936,Deep Blue Sea 2,2018,94 min,"Action, Horror, Sci-Fi","Danielle Savre,Rob Mayes,Michael Beach,Nathan Lynn"
937,Seeking a Friend for the End of the World,2012,101 min,"Adventure, Comedy, Drama","Steve Carell,Keira Knightley,Melanie Lynskey,Patton Oswalt"
938,Vice,2015,96 min,"Action, Adventure, Sci-Fi","Thomas Jane,Bruce Willis,Ambyr Childers,Johnathon Schaech"
939,Erased,2016,30 min,"Animation, Drama, Fantasy","Ben Diskin,Shinnosuke Mitsushima,Michelle Ruff,Minami Takayama"
940,Land of the Dead,2005,93 min,"Horror, Sci-Fi, Thriller","John Leguizamo,Asia Argento,Simon Baker,Dennis Hopper"
941,Babylon A.D.,2008,90 min,"Action, Adventure, Sci-Fi","Vin Diesel,Michelle Yeoh,Mélanie Thierry,Gérard Depardieu"
942,Stay Alive,2006,85 min,"Fantasy, Horror, Sci-Fi","Jon Foster,Samaire Armstrong,Frankie Muniz,Jimmi Simpson"
943,How I Live Now,2013,101 min,"Romance, Sci-Fi, Thriller","Saoirse Ronan,Tom Holland,George MacKay,Harley Bird"
944,Star Wars: Detours,2019,,"Animation, Adventure, Comedy","Todd Grimes,Dee Bradley Baker,Abraham Benrubi,Ahmed Best"
945,Time Trap,2017,87 min,"Action, Adventure, Sci-Fi","Andrew Wilson,Cassidy Gifford,Brianne Howey,Reiley McClendon"
946,King Kong,1933,100 min,"Adventure, Horror, Sci-Fi","Fay Wray,Robert Armstrong,Bruce Cabot,Frank Reicher"
947,The Fantastic Four,1994,90 min,"Action, Adventure, Family","Alex Hyde-White,Jay Underwood,Rebecca Staab,Michael Bailey Smith"
948,The War of the Worlds,,,"Drama, Sci-Fi","Rafe Spall,Eleanor Tomlinson,Jonathan Aris,Philip Gascoyne"
949,The Final Countdown,1980,103 min,"Action, Sci-Fi","Kirk Douglas,Martin Sheen,Katharine Ross,James Farentino"
950,Dragon Ball,"1986,2003",24 min,"Animation, Action, Adventure","Brice Armstrong,Steve Olson,Stephanie Nadolny,Zoe Slusar"
951,Stan Lee's Lucky Man,2016,60 min,"Action, Crime, Drama","James Nesbitt,Sienna Guillory,Darren Boyd,Amara Karan"
952,Fullmetal Alchemist,2017,135 min,"Action, Adventure, Fantasy","Ryôsuke Yamada,Tsubasa Honda,Dean Fujioka,Ryûta Satô"
953,Mystery Science Theater 3000,"1988,1999",92 min,"Comedy, Sci-Fi","Joel Hodgson,Michael J. Nelson,Trace Beaulieu,Kevin Murphy"
954,3Below: Tales of Arcadia,2018,24 min,"Animation, Action, Comedy","Tatiana Maslany,Diego Luna,Nick Offerman,Frank Welker"
955,The Animatrix,2003,100 min,"Animation, Action, Adventure","Kevin Michael Richardson,Pamela Adlon,John DiMaggio,Tom Kenny"
956,eXistenZ,1999,97 min,"Horror, Sci-Fi, Thriller","Jude Law,Jennifer Jason Leigh,Ian Holm,Willem Dafoe"
957,For All Mankind,2019,,Sci-Fi,"Nick Toren,Olivia Trujillo,Chris Agos,Arturo Del Puerto"
958,Superman/Shazam!: The Return of Black Adam,2010,25 min,"Animation, Short, Action","Zach Callison,James Garner,Josh Keaton,Danica McKellar"
959,Apex Legends,2019,,"Action, Sci-Fi","JB Blanc,Allegra Clark,Chris Edgerly,Zehra Fazal"
960,The Order,,,"Action, Crime, Sci-Fi","Marina Sirtis,Gigi Edgley,George Lazenby,Erin Cahill"
961,Bubble Boy,2001,84 min,"Adventure, Comedy, Romance","Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton,Danny Trejo"
962,The Cured,2017,95 min,"Drama, Horror, Sci-Fi","Ellen Page,Sam Keeley,Tom Vaughan-Lawlor,Stuart Graham"
963,Fahrenheit 451,1966,112 min,"Drama, Sci-Fi","Oskar Werner,Julie Christie,Cyril Cusack,Anton Diffring"
964,Alien Private Eye,1989,90 min,"Action, Sci-Fi","Nicholas Hill,Cliff Aduddell,John Alexander,Robert Axelrod"
965,The Time Machine,1960,103 min,"Adventure, Romance, Sci-Fi","Rod Taylor,Alan Young,Yvette Mimieux,Sebastian Cabot"
966,2036 Origin Unknown,2018,94 min,"Action, Sci-Fi, Thriller","Katee Sackhoff,Ray Fearon,Julie Cox,Steven Cree"
967,Goodnight Sweetheart,"1993,2016",30 min,"Comedy, Drama, Fantasy","Nicholas Lyndhurst,Victor McGuire,Christopher Ettridge,Elizabeth Carling"
968,Stitchers,2015,60 min,"Crime, Drama, Sci-Fi","Emma Ishta,Kyle Harris,Ritesh Rajan,Salli Richardson-Whitfield"
969,Willard,2003,100 min,"Drama, Horror, Sci-Fi","Crispin Glover,R. Lee Ermey,Laura Harring,Jackie Burroughs"
970,Sharknado,2013,86 min,"Action, Adventure, Comedy","Ian Ziering,Tara Reid,John Heard,Cassandra Scerbo"
971,Fortress,1992,95 min,"Action, Crime, Sci-Fi","Christopher Lambert,Loryn Locklin,Kurtwood Smith,Clifton Collins Jr."
972,Night Gallery,"1969,1973",50 min,"Drama, Fantasy, Horror","Rod Serling,Larry Watson,Joanna Pettet,Matt Pelto"
973,The Lawnmower Man,1992,108 min,"Horror, Sci-Fi","Jeff Fahey,Pierce Brosnan,Jenny Wright,Mark Bringelson"
974,Alien Predator,2018,87 min,"Action, Adventure, Horror","Xavi Israel,Dutch Hofstetter,Alex West,Amanda Rivas"
975,Airplane vs. Volcano,2014,91 min,"Action, Adventure, Sci-Fi","Dean Cain,Robin Givens,Tamara Goodwin,Matt Mercer"
976,The Last Sharknado: It's About Time,2018,86 min,"Action, Adventure, Comedy","Ian Ziering,Tara Reid,Cassandra Scerbo,Judah Friedlander"
977,Red Planet,2000,106 min,"Action, Sci-Fi, Thriller","Val Kilmer,Carrie-Anne Moss,Tom Sizemore,Benjamin Bratt"
978,Village of the Damned,1995,99 min,"Horror, Sci-Fi, Thriller","Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Paré"
979,Highlander II: The Quickening,1991,91 min,"Action, Adventure, Fantasy","Christopher Lambert,Sean Connery,Virginia Madsen,Michael Ironside"
980,The Curse of the Were-Rabbit,2005,85 min,"Animation, Adventure, Comedy","Peter Sallis,Helena Bonham Carter,Ralph Fiennes,Peter Kay"
981,Hot Tub Time Machine 2,2015,93 min,"Comedy, Mystery, Sci-Fi","Rob Corddry,Craig Robinson,Clark Duke,Adam Scott"
982,Surface,"2005,2006",60 min,"Adventure, Mystery, Sci-Fi","Lake Bell,Jay R. Ferguson,Carter Jenkins,Leighton Meester"
983,Battlestar Galactica,2003,183 min,"Action, Adventure, Drama","Edward James Olmos,Mary McDonnell,Katee Sackhoff,Jamie Bamber"
984,The Watch,2012,102 min,"Action, Comedy, Horror","Ben Stiller,Vince Vaughn,Jonah Hill,Billy Crudup"
985,Star-Crossed,2014,60 min,"Drama, Romance, Sci-Fi","Aimee Teegarden,Matt Lanter,Grey Damon,Greg Finley"
986,Children of Dune,2003,266 min,"Adventure, Drama, Fantasy","Alec Newman,Julie Cox,Ian McNeice,Steven Berkoff"
987,Dominion,"2014,2015",90 min,"Action, Drama, Fantasy","Christopher Egan,Tom Wisdom,Roxanne McKee,Luke Allen-Gale"
988,Johnny Mnemonic,1995,96 min,"Action, Drama, Sci-Fi","Keanu Reeves,Dolph Lundgren,Dina Meyer,Ice-T"
989,X-Men: The Animated Series,"1992,1997",23 min,"Animation, Action, Family","Cedric Smith,Cathal J. Dodd,Lenore Zann,George Buza"
990,Lexx: The Dark Zone Stories,"1996,2002",93 min,"Action, Adventure, Comedy","Brian Downey,Michael McManus,Jeffrey Hirschfield,Xenia Seeberg"
991,The Stepford Wives,1975,115 min,"Horror, Mystery, Sci-Fi","Katharine Ross,Paula Prentiss,Peter Masterson,Nanette Newman"
992,Dead Trigger,2017,91 min,"Action, Horror, Sci-Fi","Dolph Lundgren,Autumn Reeser,Romeo Miller,Isaiah Washington"
993,The Fourth Kind,2009,98 min,"Mystery, Sci-Fi, Thriller","Milla Jovovich,Elias Koteas,Will Patton,Hakeem Kae-Kazim"
994,The Host,2006,120 min,"Action, Drama, Horror","Kang-ho Song,Hee-Bong Byun,Hae-il Park,Doona Bae"
995,Swamp Thing,1982,91 min,"Horror, Sci-Fi","Louis Jourdan,Adrienne Barbeau,Ray Wise,David Hess"
996,Leprechaun 4: In Space,1996,95 min,"Comedy, Fantasy, Horror","Warwick Davis,Brent Jasmer,Jessica Collins,Guy Siner"
997,Somewhere Between,2017,41 min,"Drama, Sci-Fi, Thriller","Paula Patton,Devon Sawa,Aria Birch,Catherine Barroll"
998,SeaQuest 2032,"1993,1996",60 min,"Action, Adventure, Family","Jonathan Brandis,Don Franklin,Ted Raimi,Roy Scheider"
999,Star Trek: Renegades,2015,88 min,"Action, Adventure, Sci-Fi","Walter Koenig,Adrienne Wilkinson,Manu Intiraymi,Corin Nemec"
1000,The Thing from Another World,1951,87 min,"Horror, Sci-Fi","Kenneth Tobey,Margaret Sheridan,James Arness,Robert Cornthwaite"
1001,Bloom,2019,60 min,"Drama, Mystery, Sci-Fi","Bryan Brown,Phoebe Tonkin,Ryan Corr,Nikki Shiels"
1002,The Listener,"2009,2014",42 min,"Crime, Drama, Fantasy","Craig Olejnik,Ennis Esmer,Lauren Lee Smith,Rainbow Francks"
1003,Invasion,"2005,2006",60 min,"Drama, Horror, Mystery","William Fichtner,Eddie Cibrian,Kari Matchett,Lisa Sheridan"
1004,Stargate Origins,2018,10 min,"Short, Action, Adventure","Ellie Gall,Aylam Orian,Philip Alexander,Shvan Aladdin"
1005,Timeline,2003,116 min,"Action, Adventure, Sci-Fi","Paul Walker,Gerard Butler,Billy Connolly,Frances O'Connor"
1006,Justice League,"2001,2004",22 min,"Animation, Action, Adventure","Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern"
1007,Sphere,1998,134 min,"Drama, Horror, Mystery","Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote"
1008,Spider-Man: The Animated Series,"1994,1998",23 min,"Animation, Action, Adventure","Christopher Daniel Barnes,Sara Ballantine,Edward Asner,Roscoe Lee Browne"
1009,At First Light,2018,90 min,"Drama, Sci-Fi, Thriller","Stefanie Scott,Théodore Pellerin,Saïd Taghmaoui,Percy Hynes White"
1010,The Ministry of Time,2015,70 min,"Adventure, Comedy, Fantasy","Nacho Fresneda,Cayetana Guillén Cuervo,Juan Gea,Francesca Piñón"
1011,Rabid,,,"Horror, Sci-Fi","Laura Vandervoort,Greg Bryk,Stephen McHattie,Stephen Huszar"
1012,Reverie,2018,60 min,"Drama, Sci-Fi, Thriller","Sarah Shahi,Dennis Haysbert,Sendhil Ramamurthy,Jessica Lu"
1013,The Flintstones in Viva Rock Vegas,2000,90 min,"Comedy, Family, Romance","Mark Addy,Stephen Baldwin,Kristen Johnston,Jane Krakowski"
1014,UFO,2018,88 min,"Sci-Fi, Thriller","Alex Sharp,Gillian Anderson,Ella Purnell,Benjamin Beatty"
1015,Venom 2,2020,,"Action, Horror, Sci-Fi",
1016,Bad Taste,1987,91 min,"Comedy, Horror, Sci-Fi","Terry Potter,Pete O'Herne,Craig Smith,Mike Minett"
1017,The Saint,1997,116 min,"Action, Adventure, Romance","Val Kilmer,Elisabeth Shue,Rade Serbedzija,Valeriy Nikolaev"
1018,Teenage Mutant Ninja Turtles,"2012,2017",24 min,"Animation, Action, Adventure","Sean Astin,Rob Paulsen,Greg Cipes,Mae Whitman"
1019,Bikini Girls v Dinosaurs,2014,52 min,Sci-Fi,"Agne Adomulyte,Vicki Glover,Waleed Khalid,Cheri La May"
1020,Furia,,,"Action, Adventure, Sci-Fi",
1021,Gantz: O,2016,95 min,"Animation, Action, Drama","Chris Jai Alex,Tony Azzolino,Austin Nash Chase,Lucien Dodge"
1022,Open Your Eyes,1997,117 min,"Drama, Mystery, Romance","Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez"
1023,Odd Squad,2014,27 min,"Comedy, Crime, Family","Millie Davis,Sean Michael Kyer,Dalila Bela,Filip Geljo"
1024,Cooties,2014,88 min,"Action, Comedy, Horror","Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer"
1025,Ben 10,"2005,2008",30 min,"Animation, Action, Adventure","Tara Strong,Paul Eiding,Meagan Moore,Dee Bradley Baker"
1026,Assassin's Creed Odyssey,2018,,"Action, Adventure, Fantasy","Melissanthi Mahut,Michael Antonakos,Leonidas Castrounis,Maria Syrgiannis"
1027,The Secret World of Alex Mack,"1994,1998",30 min,"Comedy, Drama, Family","Larisa Oleynik,Meredith Bishop,Darris Love,Michael Blakley"
1028,Mork & Mindy,"1978,1982",30 min,"Comedy, Family, Sci-Fi","Robin Williams,Pam Dawber,Ralph James,Conrad Janis"
1029,The Double,2013,93 min,"Comedy, Drama, Mystery","Jesse Eisenberg,Mia Wasikowska,Wallace Shawn,Noah Taylor"
1030,Illang: The Wolf Brigade,2018,139 min,"Action, Sci-Fi","Woo-sung Jung,Dong-won Gang,Hyo-Joo Han,Ye-ri Han"
1031,Captain America,1990,97 min,"Action, Adventure, Sci-Fi","Matt Salinger,Ronny Cox,Ned Beatty,Darren McGavin"
1032,OtherLife,2017,96 min,"Crime, Mystery, Sci-Fi","Jessica De Gouw,Shalom Brune-Franklin,Thomas Cocquerel,T.J. Power"
1033,Kyle XY,"2006,2009",60 min,"Drama, Mystery, Romance","Matt Dallas,Marguerite MacIntyre,Bruce Thomas,April Matson"
1034,Land of the Lost,"1974,1977",30 min,"Adventure, Family, Fantasy","Wesley Eure,Kathy Coleman,Spencer Milligan,Phillip Paley"
1035,Code 46,2003,93 min,"Drama, Romance, Sci-Fi","Tim Robbins,Samantha Morton,Om Puri,Togo Igawa"
1036,Star Trek V: The Final Frontier,1989,107 min,"Action, Adventure, Fantasy","William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan"
1037,Night of the Comet,1984,95 min,"Comedy, Horror, Sci-Fi","Catherine Mary Stewart,Kelli Maroney,Robert Beltran,Sharon Farrell"
1038,Atlas Shrugged: Part I,2011,97 min,"Drama, Mystery, Sci-Fi","Taylor Schilling,Grant Bowler,Matthew Marsden,Edi Gathegi"
1039,Singularity,2017,92 min,"Action, Adventure, Drama","Julian Schaffner,John Cusack,Carmen Argenziano,Eileen Grubba"
1040,Mimic,1997,105 min,"Horror, Sci-Fi","Mira Sorvino,Jeremy Northam,Alexander Goodwin,Giancarlo Giannini"
1041,Top 10 Secrets and Mysteries,"2016,2017",26 min,"Documentary, Sci-Fi","Robert Russel,Zahi Hawass,Angel Amores,Beata"
1042,Nazi Overlord,2018,91 min,"Action, Adventure, Horror","Tom Sizemore,Dominique Swain,Andrew Liberty,Greg Furman"
1043,Overlord,2015,30 min,"Animation, Action, Adventure","Satoshi Hino,Chris Guerrero,Yumi Hara,Masayuki Katô"
1044,Jonathan,2018,95 min,"Drama, Sci-Fi","Ansel Elgort,Suki Waterhouse,Patricia Clarkson,Matt Bomer"
1045,Batman: Arkham Knight,2015,,"Action, Adventure, Crime","Carlos Alazraqui,Laura Bailey,Troy Baker,Jonathan Banks"
1046,I Am Mother,2019,115 min,"Sci-Fi, Thriller","Rose Byrne,Hilary Swank,Clara Rugaard,Luke Hawker"
1047,Untitled Loki TV Series,,,"Fantasy, Sci-Fi",
1048,Orgazmo,1997,94 min,"Comedy, Sci-Fi","Trey Parker,Dian Bachar,Robyn Lynne Raab,Michael Dean Jacobs"
1049,*batteries not included,1987,106 min,"Comedy, Family, Fantasy","Hume Cronyn,Jessica Tandy,Frank McRae,Elizabeth Peña"
1050,Enemy Mine,1985,108 min,"Action, Adventure, Drama","Dennis Quaid,Louis Gossett Jr.,Brion James,Richard Marcus"
1051,Looney Tunes: Back in Action,2003,91 min,"Animation, Adventure, Comedy","Brendan Fraser,Jenna Elfman,Steve Martin,Heather Locklear"
1052,Who Am I,2014,102 min,"Crime, Drama, Mystery","Tom Schilling,Elyas M'Barek,Wotan Wilke Möhring,Antoine Monot Jr."
1053,Flashforward,"2009,2010",42 min,"Drama, Mystery, Sci-Fi","Courtney B. Vance,Joseph Fiennes,Jack Davenport,Zachary Knighton"
1054,"Honey, I Blew Up the Kid",1992,89 min,"Adventure, Comedy, Family","Rick Moranis,Marcia Strassman,Robert Oliveri,Daniel Shalikar"
1055,ARQ,2016,88 min,"Sci-Fi, Thriller","Robbie Amell,Rachael Taylor,Shaun Benson,Gray Powell"
1056,Monsters,2010,94 min,"Drama, Sci-Fi, Thriller","Scoot McNairy,Whitney Able,Mario Zuniga Benavides,Annalee Jefferies"
1057,Escape from Pleasure Planet,2016,81 min,"Action, Comedy, Fantasy","Blair Williams,Vanessa Cage,Veronica Vain,Erika Jordan"
1058,Bicentennial Man,1999,132 min,"Comedy, Drama, Sci-Fi","Robin Williams,Embeth Davidtz,Sam Neill,Oliver Platt"
1059,The Osiris Child,2016,95 min,"Action, Adventure, Drama","Kellan Lutz,Daniel MacPherson,Isabel Lucas,Luke Ford"
1060,Skyline,2010,92 min,"Action, Sci-Fi, Thriller","Eric Balfour,Donald Faison,Scottie Thompson,Brittany Daniel"
1061,It's Alive III: Island of the Alive,1987,95 min,"Horror, Sci-Fi","Michael Moriarty,Karen Black,Laurene Landon,James Dixon"
1062,Ravenous,2017,104 min,"Drama, Horror, Sci-Fi","Marc-André Grondin,Monia Chokri,Charlotte St-Martin,Micheline Lanctôt"
1063,Blood Drive,2017,60 min,"Action, Adventure, Comedy","Alan Ritchson,Christina Ochoa,Thomas Dominique,Marama Corlett"
1064,Flight 7500,2014,97 min,"Horror, Mystery, Sci-Fi","Leslie Bibb,Ryan Kwanten,Amy Smart,Jamie Chung"
1065,The Beyond,2017,103 min,Sci-Fi,"Jane Perry,Nigel Barber,Noeleen Comiskey,Ezra Khan"
1066,Helix,"2014,2015",40 min,"Horror, Mystery, Sci-Fi","Billy Campbell,Kyra Zagorsky,Mark Ghanimé,Jordan Hayes"
1067,RWBY,2012,13 min,"Animation, Action, Adventure","Lindsay Jones,Kara Eberle,Barbara Dunkelman,Arryn Zech"
1068,Freaks of Nature,2015,92 min,"Comedy, Horror, Sci-Fi","Nicholas Braun,Mackenzie Davis,Josh Fadem,Denis Leary"
1069,Southland Tales,2006,145 min,"Comedy, Drama, Mystery","Dwayne Johnson,Sarah Michelle Gellar,Seann William Scott,Carlos Amezcua"
1070,Justice League: The Flashpoint Paradox,2013,75 min,"Animation, Action, Adventure","Justin Chambers,C. Thomas Howell,Michael B. Jordan,Kevin McKidd"
1071,The Fly,1958,94 min,"Drama, Horror, Sci-Fi","David Hedison,Patricia Owens,Vincent Price,Herbert Marshall"
1072,Highlander: Endgame,2000,87 min,"Action, Adventure, Fantasy","Christopher Lambert,Adrian Paul,Bruce Payne,Lisa Barbuscia"
1073,Iceman,1984,100 min,"Drama, Sci-Fi","Timothy Hutton,Lindsay Crouse,John Lone,Josef Sommer"
1074,Guardians,2017,89 min,"Action, Sci-Fi","Anton Pampushnyy,Sanjar Madi,Sebastien Sisak,Alina Lanina"
1075,Code 8,,,Sci-Fi,"Stephen Amell,Robbie Amell,Sung Kang,Greg Bryk"
1076,RoboCop 3,1993,104 min,"Action, Crime, Sci-Fi","Robert John Burke,Nancy Allen,Mario Machado,Remy Ryan"
1077,Starman,1984,115 min,"Romance, Sci-Fi","Jeff Bridges,Karen Allen,Charles Martin Smith,Richard Jaeckel"
1078,Creature,1985,97 min,"Horror, Sci-Fi","Stan Ivar,Wendy Schaal,Lyman Ward,Robert Jaffe"
1079,Death Race 2,2010,96 min,"Action, Sci-Fi, Thriller","Furkan Bayraktar,Luke Goss,Lauren Cohan,Sean Bean"
1080,THX 1138,1971,86 min,"Drama, Sci-Fi, Thriller","Robert Duvall,Donald Pleasence,Don Pedro Colley,Maggie McOmie"
1081,PJ Masks,2015,24 min,"Animation, Action, Adventure","Addison Holley,Kyle Breitkopf,Brianna Daguanno,Jacob Ewaniuk"
1082,The Humanity Bureau,2017,95 min,"Action, Adventure, Sci-Fi","Nicolas Cage,Sarah Lind,Jakob Davies,Hugh Dillon"
1083,Judge Dredd: Mega City One,2019,,"Action, Crime, Sci-Fi",
1084,The Outer Limits,"1963,1965",51 min,"Fantasy, Horror, Sci-Fi","Bob Johnson,Ben Wright,William Douglas,Robert Culp"
1085,Adventures of Superman,"1952,1958",30 min,"Action, Adventure, Crime","George Reeves,Noel Neill,John Hamilton,Bill Kennedy"
1086,Life on Mars,"2006,2007",60 min,"Crime, Drama, Mystery","John Simm,Philip Glenister,Liz White,Dean Andrews"
1087,The Jacket,2005,103 min,"Drama, Fantasy, Mystery","Adrien Brody,Keira Knightley,Daniel Craig,Kris Kristofferson"
1088,Saturn 3,1980,96 min,"Adventure, Horror, Sci-Fi","Farrah Fawcett,Kirk Douglas,Harvey Keitel,Ed Bishop"
1089,The X Files,1998,121 min,"Drama, Mystery, Sci-Fi","David Duchovny,Gillian Anderson,John Neville,William B. Davis"
1090,24 Hours to Live,2017,93 min,"Action, Sci-Fi, Thriller","Ethan Hawke,Qing Xu,Paul Anderson,Rutger Hauer"
1091,Starcrash,1978,92 min,"Action, Adventure, Sci-Fi","Marjoe Gortner,Caroline Munro,Christopher Plummer,David Hasselhoff"
1092,Anthem,2019,,"Action, Adventure, Sci-Fi","Sarah Elmaleh,Ray Chase,Nick E. Tarabay,Rochelle Neil"
1093,Fortnite,2017,,"Action, Adventure, Comedy","Adria Arjona,David Boat,Ashly Burch,David Chen"
1094,Rabid,1977,91 min,"Horror, Sci-Fi","Marilyn Chambers,Frank Moore,Joe Silver,Howard Ryshpan"
1095,The Man Who Fell to Earth,1976,139 min,"Sci-Fi, Drama","David Bowie,Rip Torn,Candy Clark,Buck Henry"
1096,BIOS,2020,,Sci-Fi,"Tom Hanks,Samira Wiley,Caleb Landry Jones"
1097,Turbo Kid,2015,93 min,"Action, Adventure, Comedy","Munro Chambers,Laurence Leboeuf,Michael Ironside,Edwin Wright"
1098,The Bionic Woman,"1976,1978",60 min,"Action, Adventure, Drama","Lindsay Wagner,Richard Anderson,Martin E. Brooks,Ford Rainey"
1099,Repo Man,1984,92 min,"Comedy, Crime, Sci-Fi","Harry Dean Stanton,Emilio Estevez,Tracey Walter,Olivia Barash"
1100,Ultimate Spider-Man,"2012,2017",23 min,"Animation, Action, Adventure","Drake Bell,Ogie Banks,Chi McBride,Logan Miller"
1101,Teenage Mutant Ninja Turtles,"1987,1996",30 min,"Animation, Action, Adventure","Cam Clarke,Barry Gordon,Rob Paulsen,Townsend Coleman"
1102,"I, Frankenstein",2014,92 min,"Action, Fantasy, Horror","Aaron Eckhart,Bill Nighy,Miranda Otto,Virginie Le Brun"
1103,Paycheck,2003,119 min,"Action, Crime, Drama","Ben Affleck,Aaron Eckhart,Uma Thurman,Michael C. Hall"
1104,Train to Busan 2,2020,120 min,"Action, Adventure, Comedy","Mason Cook,Wyatt Oleff,Owen Vaccaro,Ji-won Ha"
1105,Brahmastra,2019,,"Action, Adventure, Fantasy","Alia Bhatt,Amitabh Bachchan,Ranbir Kapoor,Mouni Roy"
1106,Quatermass and the Pit,1967,97 min,"Horror, Mystery, Sci-Fi","James Donald,Andrew Keir,Barbara Shelley,Julian Glover"
1107,KILL La KILL,"2013,2014",25 min,"Animation, Action, Comedy","Ami Koshimizu,Aya Suzaki,Toshihiko Seki,Shin'ichirô Miki"
1108,Lockout,2012,95 min,"Action, Adventure, Crime","Guy Pearce,Maggie Grace,Peter Stormare,Vincent Regan"
1109,Dark Skies,2013,97 min,"Horror, Sci-Fi, Thriller","Keri Russell,Jake Brennan,Josh Hamilton,Dakota Goyo"
1110,Death Race 2000,1975,80 min,"Action, Comedy, Sci-Fi","David Carradine,Sylvester Stallone,Simone Griffeth,Mary Woronov"
1111,Firestarter,1984,114 min,"Action, Horror, Sci-Fi","Drew Barrymore,David Keith,Freddie Jones,Heather Locklear"
1112,Earth Girls Are Easy,1988,100 min,"Comedy, Musical, Romance","Geena Davis,Jeff Goldblum,Jim Carrey,Damon Wayans"
1113,Aquaman,2006,42 min,"Short, Action, Adventure","Justin Hartley,Lou Diamond Phillips,Denise Quiñones,Rick Peters"
1114,Spring,2014,109 min,"Horror, Romance, Sci-Fi","Lou Taylor Pucci,Nadia Hilker,Francesco Carnelutti,Nick Nevern"
1115,Infinity Chamber,2016,103 min,"Sci-Fi, Thriller","Christopher Soren Kelly,Cassandra Clark,Cajardo Lindsey,Jesse D. Arrow"
1116,The Andromeda Strain,1971,131 min,"Sci-Fi, Thriller","James Olson,Arthur Hill,David Wayne,Kate Reid"
1117,Outlander,2008,115 min,"Action, Adventure, Sci-Fi","Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston"
1118,Battle Beyond the Stars,1980,104 min,"Action, Adventure, Sci-Fi","George Peppard,Robert Vaughn,Richard Thomas,John Saxon"
1119,The Recall,2017,90 min,"Action, Sci-Fi, Thriller","Wesley Snipes,RJ Mitte,Jedidiah Goodacre,Laura Bilgeri"
1120,The Cave,2005,97 min,"Action, Adventure, Horror","Piper Perabo,Morris Chestnut,Cole Hauser,Eddie Cibrian"
1121,Inspector Gadget,1999,78 min,"Action, Adventure, Comedy","Matthew Broderick,Rupert Everett,Joely Fisher,Michelle Trachtenberg"
1122,Justice League Unlimited,"2004,2006",23 min,"Animation, Action, Adventure","George Newbern,Kevin Conroy,Phil LaMarr,Carl Lumbly"
1123,Rollerball,2002,98 min,"Action, Sci-Fi, Sport","Chris Klein,Jean Reno,LL Cool J,Rebecca Romijn"
1124,Ashes to Ashes,"2008,2010",60 min,"Crime, Drama, Fantasy","Philip Glenister,Keeley Hawes,Dean Andrews,Marshall Lancaster"
1125,Europa Report,2013,90 min,"Drama, Mystery, Sci-Fi","Sharlto Copley,Michael Nyqvist,Christian Camargo,Embeth Davidtz"
1126,The Transformers,"1984,1987",30 min,"Animation, Action, Adventure","Frank Welker,Peter Cullen,Corey Burton,Christopher Collins"
1127,Gintama,2005,,"Animation, Action, Comedy","Tomokazu Sugita,Daisuke Sakaguchi,Rie Kugimiya,Kazuya Nakai"
1128,Powder,1995,111 min,"Drama, Fantasy, Mystery","Mary Steenburgen,Sean Patrick Flanery,Lance Henriksen,Jeff Goldblum"
1129,Thunderbirds,"1965,1966",50 min,"Animation, Action, Adventure","Sylvia Anderson,Peter Dyneley,David Graham,Shane Rimmer"
1130,Rollerball,1975,125 min,"Action, Sci-Fi, Sport","James Caan,John Houseman,Maud Adams,John Beck"
1131,Far Cry New Dawn,2019,,"Action, Adventure, Drama","Leslie L. Miller,Cara Ricketts,Greg Bryk,Reina Hardesty"
1132,Humanoids from the Deep,1980,80 min,"Horror, Sci-Fi","Doug McClure,Ann Turkel,Vic Morrow,Cindy Weintraub"
1133,Chopping Mall,1986,77 min,"Comedy, Horror, Sci-Fi","Kelli Maroney,Tony O'Dell,Russell Todd,Karrie Emerson"
1134,The Prisoner,"1967,1968",50 min,"Drama, Mystery, Sci-Fi","Patrick McGoohan,Angelo Muscat,Peter Swanwick,Peter Brace"
1135,The InBetween,2019,,"Drama, Sci-Fi","Chad James Buchanan,Sean Bolger,Harriet Dyer,Justin Cornwell"
1136,Ghoul,2018,45 min,"Drama, Fantasy, Horror","Manav Kaul,Radhika Apte,Rohit Pathak,Ratnabali Bhattacharjee"
1137,Transformers 8,,,"Action, Adventure, Sci-Fi",
1138,Repo Men,2010,111 min,"Action, Crime, Sci-Fi","Jude Law,Forest Whitaker,Alice Braga,Liev Schreiber"
1139,Shark Night 3D,2011,90 min,"Action, Adventure, Comedy","Sara Paxton,Dustin Milligan,Chris Carmack,Katharine McPhee"
