id,name,year,duration,genre,actors
2707,Anonymous Rex,2004,89 min,"Action, Comedy, Sci-Fi","Sam Trammell,Daniel Baldwin,Stephanie Lemelin,Tamara Gorski"
2708,The Strange Case of Dr. Jekyll and Mr. Hyde,1968,120 min,"Sci-Fi, Horror, Drama","Jack Palance,Denholm Elliott,Leo Genn,Torin Thatcher"
2709,Virtual Combat,1995,97 min,"Action, Sci-Fi","Don Wilson,Michael Bernardo,Ken McLeod,Dawn Ann Billings"
2710,A.D. Police Files,1990,121 min,"Animation, Crime, Sci-Fi","Toshio Furukawa,Adam Henderson,Brad Moranz,Youko Matsuoka"
2711,The Black Knight Returns,2009,87 min,"Action, Adventure, Sci-Fi","Adam Salandra,Win De Lugo,Cheryl Texiera,William A. Majors"
2712,When Black Birds Fly,2015,105 min,"Animation, Horror, Mystery","J.D. Brown,Brandon Slagle,Devanny Pinn,David Firth"
2713,The Hybrid,2014,94 min,"Horror, Sci-Fi","John Lynch,Morjana Alaoui,Craig Conway,Antonia Thomas"
2714,Six: The Mark Unleashed,2004,104 min,"Action, Drama, Sci-Fi","Stephen Baldwin,David A.R. White,Kevin Downes,Jeffrey Dean Morgan"
2715,Reptile 2001,1999,99 min,"Action, Horror, Fantasy","Dan Cashman,Bruce Cornwell,Dennis Howard,Matt Landers"
2716,Agency,1980,94 min,"Drama, Sci-Fi, Thriller","Robert Mitchum,Lee Majors,Valerie Perrine,Alexandra Stewart"
2717,Pokémon: Zoroark: Master of Illusions,2010,96 min,"Animation, Action, Family","Ikue Ôtani,Sarah Natochenny,Wayne Grayson,Emily Bauer"
2718,Dark Planet,1997,99 min,Sci-Fi,"Paul Mercurio,Harley Jane Kozak,Michael York,Maria Ford"
2719,Invisible Agent,1942,81 min,"Adventure, Comedy, Romance","Ilona Massey,Jon Hall,Peter Lorre,Cedric Hardwicke"
2720,We've Forgotten More Than We Ever Knew,2016,88 min,"Drama, Sci-Fi","Doug Jones,Louisa Krause,Aaron Stanford"
2721,A Trip to the Moon,1898,3 min,"Short, Comedy, Fantasy","Jehanne d'Alcy,Georges Méliès"
2722,"20,000 Leagues Under the Sea",1916,105 min,"Action, Adventure, Sci-Fi","Allen Holubar,Dan Hanlon,Edna Pendleton,Curtis Benton"
2723,Something Is Out There,1988,200 min,"Horror, Mystery, Sci-Fi","Joe Cortese,Maryam d'Abo,George Dzundza,Gregory Sierra"
2724,Megaman,2010,93 min,"Action, Drama, Sci-Fi","Jun Naito,Jeanie Tse,Edward X. Young,Dave Maulbeck"
2725,The Falls,1980,195 min,"Comedy, Sci-Fi","Peter Westley,Aad Wirtz,Michael Murray,Lorna Poulter"
2726,The Sender,1998,98 min,"Action, Sci-Fi, Thriller","Michael Madsen,R. Lee Ermey,Robert Vaughn,Dyan Cannon"
2727,Shelter,2015,97 min,"Drama, Sci-Fi, Thriller","Joyce Hshieh,Michael Patrick Lane,Sarah Street,Jeffrey Green"
2728,Mars et Avril,2012,90 min,"Drama, Fantasy, Music","Jacques Languirand,Caroline Dhavernas,Paul Ahmarani,Robert Lepage"
2729,Earthstorm,2006,90 min,"Action, Drama, Sci-Fi","Stephen Baldwin,Amy Price-Francis,John Ralston,Dirk Benedict"
2730,SpongeBob SquarePants: Battle for Bikini Bottom,2003,73 min,"Action, Adventure, Comedy","Tom Kenny,Bill Fagerbakke,Carolyn Lawrence,Mr. Lawrence"
2731,How to Make a Monster,2001,91 min,"Horror, Sci-Fi, Thriller","Clea DuVall,Steven Culp,Tyler Mane,Jason Marsden"
2732,Interzone,1989,97 min,"Action, Comedy, Sci-Fi","Bruce Abbott,Beatrice Ring,Teagan Clive,John Armstead"
2733,The Day the Earth Stopped,2008,89 min,"Action, Sci-Fi","C. Thomas Howell,Judd Nelson,Darren Dalton,Sinead McCafferty"
2734,The Monkey's Uncle,1965,87 min,"Family, Comedy, Sci-Fi","Tommy Kirk,Annette Funicello,Leon Ames,Arthur O'Connell"
2735,Vampire Vixens from Venus,1995,90 min,"Comedy, Horror, Sci-Fi","Leon Head,Michelle Bauer,Theresa Lynn,J.J. North"
2736,Sky Pirates,1986,89 min,"Adventure, Sci-Fi","John Hargreaves,Meredith Phillips,Max Phipps,Bill Hunter"
2737,Octopus,2000,100 min,"Action, Adventure, Horror","Jay Harrington,Ravil Isyanov,David Beecroft,Carolyn Lowery"
2738,Izo,2004,128 min,"Action, Drama, Fantasy","Kazuya Nakayama,Kaori Momoi,Ryûhei Matsuda,Ryôsuke Miki"
2739,Memoir,2016,16 min,"Short, Action, Adventure","Paul T.O. Petersen,Cailey Fleming,Ryan Broussard,Jordan Scott"
2740,Red Island,2018,90 min,"Mystery, Sci-Fi, Thriller","Alex Essoe,Georgie Daburas,Tawny West,Victor Mezheritsky"
2741,Biting Elbows: Bad Motherfucker,2013,5 min,"Short, Action, Music","Oleg Poddubnyy,Andrei Dementiev,Artur Migranov,Alexei Zamaraev"
2742,A.P.E.X.,1994,98 min,"Action, Sci-Fi","Richard Keats,Mitchell Cox,Lisa Ann Russell,Marcus Aurelius"
2743,Hologram Man,1995,101 min,"Action, Sci-Fi, Thriller","Joe Lara,Evan Lurie,Michael Nouri,John Amos"
2744,Revelation,1999,98 min,"Action, Drama, Horror","Jeff Fahey,Nick Mancuso,Tony Nappo,Carol Alt"
2745,Toxic Zombies,1980,89 min,"Horror, Sci-Fi","Charles McCrann,Beverly Shapiro,Dennis Helfend,Kevin Hanlon"
2746,Black Box,2012,83 min,Sci-Fi,"Rudy Alvarado,Brad Dourif,Shelby Janes,Tinsel Korey"
2747,Epoch,2001,96 min,"Sci-Fi, Thriller","David Keith,Stephanie Niznik,Ryan O'Neal,Brian Thompson"
2748,Black Magic M-66,1987,48 min,"Animation, Action, Sci-Fi","Yû Mizushima,Ichirô Nagai,Shinji Ogawa,Yoshiko Sakakibara"
2749,Drone Wars,2016,79 min,"Action, Sci-Fi, Thriller","Corin Nemec,Whitney Moore,Nathin Butler,Sean Gunnell"
2750,Storybook,1996,88 min,"Adventure, Family, Animation","Sean Fitzgerald,Swoosie Kurtz,Richard Moll,William McNamara"
2751,Space Chimps 2: Zartog Strikes Back,2010,76 min,"Animation, Comedy, Family","Tom Kenny,Zack Shada,Patrick Warburton,Cheryl Hines"
2752,Killer Tomatoes Eat France!,1992,94 min,"Comedy, Horror, Sci-Fi","Marc Price,Angela Visser,Steve Lundquist,John Astin"
2753,Thrill Seekers,1999,88 min,"Action, Sci-Fi, Thriller","Casper Van Dien,Catherine Bell,Theresa Saldana,Peter Outerbridge"
2754,Robot World,2015,82 min,"Sci-Fi, Thriller","Ian Rowe,Tamsyn Pickford,Neil Rowe,Jacob Peter Rowe"
2755,Jungleground,1995,90 min,"Action, Sci-Fi, Thriller","Roddy Piper,Torri Higginson,Peter Williams,JR Bourne"
2756,Ice Twisters,2009,86 min,"Action, Adventure, Drama","Mark Moses,Camille Sullivan,Kaj-Erik Eriksen,Alex Zahara"
2757,Visitors of the Night,1995,98 min,"Sci-Fi, Thriller","Markie Post,Stephen McHattie,Candace Cameron Bure,Dale Midkiff"
2758,The Mind of Mr. Soames,1970,98 min,"Drama, Sci-Fi","Terence Stamp,Robert Vaughn,Nigel Davenport,Christian Roberts"
2759,Sightings,2017,88 min,"Adventure, Drama, Mystery","Boo Arnold,Tahlia Morgan,Rawn Erickson,Dante Basco"
2760,Grendel,2007,82 min,"Drama, Fantasy, Sci-Fi","Chris Bruno,Marina Sirtis,Michael J. Minor,Charles Hittinger"
2761,Gammera the Invincible,1966,86 min,"Family, Sci-Fi","Albert Dekker,Brian Donlevy,Diane Findlay,John Baragrey"
2762,Without Warning,1994,100 min,Sci-Fi,"Sander Vanocur,Jane Kaczmarek,Bree Walker,Dwier Brown"
2763,Frankenstein Meets the Spacemonster,1965,79 min,"Horror, Sci-Fi","Marilyn Hanold,James Karen,Lou Cutell,Nancy Marshall"
2764,Born in Flames,1983,79 min,"Comedy, Drama, Sci-Fi","Honey,Adele Bertei,Jean Satterfield,Florynce Kennedy"
2765,20 Years After,2008,95 min,"Drama, Fantasy, Sci-Fi","Joshua Leonard,Azura Skye,Diane Salinger,Aaron Hendry"
2766,Crawlspace,2012,86 min,"Horror, Mystery, Sci-Fi","Nicholas Bell,Ngaire Dawn Fair,John Brumpton,Fletcher Humphrys"
2767,Prehysteria! 2,1994,82 min,"Adventure, Comedy, Family","Kevin Connors,Jennifer Harte,Dean Scofield,Bettye Ackerman"
2768,The Man with Two Heads,1972,80 min,"Horror, Sci-Fi","Denis DeMarne,Julia Stratton,Gay Feld,Jaqueline Lawrence"
2769,The Corpse Vanishes,1942,64 min,"Horror, Sci-Fi","Bela Lugosi,Luana Walters,Tristram Coffin,Elizabeth Russell"
2770,Tripping the Rift: The Movie,2008,75 min,"Animation, Comedy, Sci-Fi","Stephen Root,Maurice LaMarche,Jenny McCarthy,John Melendez"
2771,A Wind Named Amnesia,1990,80 min,"Animation, Adventure, Drama","Kazuki Yao,Keiko Toda,Kappei Yamaguchi,Noriko Hidaka"
2772,Blood Freak,1972,86 min,"Horror, Sci-Fi","Steve Hawkes,Dana Cullivan,Randy Grinter,Heather Hughes"
2773,Aftershock,1990,91 min,"Action, Sci-Fi","James Lew,Michael Standing,Elizabeth Kaitan,Jay Roberts Jr."
2774,3G - A Killer Connection,2013,125 min,"Horror, Sci-Fi, Thriller","Neil Nitin Mukesh,Sonal Chauhan,Mrinalini Sharma,Asheesh Kapur"
2775,Beyond Loch Ness,2008,91 min,"Horror, Mystery, Sci-Fi","Brian Krause,Niall Matter,Don S. Davis,Donnelly Rhodes"
2776,In the Fold,1996,97 min,"Action, Adventure, Sci-Fi","Jay Underwood,Jennifer Bransford,Chris Conrad,Tembi Locke"
2777,Occupants,2015,81 min,"Horror, Sci-Fi, Thriller","Robert Picardo,Briana White,Michael Pugliese,Chalet Lizette Brannan"
2778,Digby: The Biggest Dog in the World,1973,88 min,"Adventure, Comedy, Family","Jim Dale,Spike Milligan,Angela Douglas,John Bluthal"
2779,Megaconda,2010,86 min,"Action, Adventure, Comedy","Dylan Vox,Michelle Bauer,Matthew Chandler,Peter Dang"
2780,The Illusionauts,2012,82 min,"Animation, Family, Fantasy","Moisés Suárez,Moisés Iván Mora,Julio Morín,Marc Thompson"
2781,Panic in the Year Zero,1962,93 min,"Action, Horror, Sci-Fi","Ray Milland,Jean Hagen,Frankie Avalon,Mary Mitchel"
2782,Watchers II,1990,101 min,"Horror, Sci-Fi","Marc Singer,Tracy Scoggins,Jonathan Farwell,Irene Miracle"
2783,My Apocalypse,2008,82 min,"Comedy, Drama, Sci-Fi","Corin Nemec,Bruce Weitz,Nancy Allen,John de Lancie"
2784,51,2011,90 min,"Horror, Sci-Fi","Tammi Arender,Randy Austin,Jillian Batherson,Bruce Boxleitner"
2785,The Vampire,1957,75 min,"Horror, Sci-Fi, Thriller","John Beal,Coleen Gray,Kenneth Tobey,Lydia Reed"
2786,Nightmare at Noon,1988,96 min,"Action, Sci-Fi, Horror","Wings Hauser,Bo Hopkins,George Kennedy,Kimberly Beck"
2787,The Mysterious Island,1973,96 min,"Adventure, Sci-Fi","Omar Sharif,Ambroise Bia,Jess Hahn,Philippe Nicaud"
2788,Wild Zero,1999,98 min,"Comedy, Horror, Music","Guitar Wolf,Drum Wolf,Bass Wolf,Masashi Endô"
2789,Project Shadowchaser III,1995,99 min,"Action, Horror, Sci-Fi","Sam Bottoms,Musetta Vander,Christopher Atkins,Frank Zagarino"
2790,Pinocchio 3000,2004,80 min,"Animation, Family, Fantasy","Malcolm McDowell,Sonja Ball,Howard Ryshpan,Whoopi Goldberg"
2791,Track of the Moon Beast,1976,90 min,"Horror, Sci-Fi","Chase Cordell,Leigh Drake,Gregorio Sala,Patrick Wright"
2792,Pulse 2: Afterlife,2008,89 min,"Drama, Horror, Sci-Fi","Todd Giebenhain,Diane Ayala Goldner,Rachel Robinson,Dodie Brown"
2793,The Jetsons & WWE: Robo-WrestleMania!,2017,81 min,"Animation, Comedy, Family","Joe Anoa'i,Jeff Bergman,JB Blanc,Michael Coulthard"
2794,The Last Ones,2017,78 min,"Horror, Sci-Fi, Thriller","Marcelle Bowman,Algernon D'Ammassa,Pablo Medina,Robert Rodriguez"
2795,Slipstream,2005,89 min,"Action, Sci-Fi, Thriller","Sean Astin,Vinnie Jones,Ivana Milicevic,Kevin Otto"
2796,Silent Venom,2009,84 min,"Action, Adventure, Comedy","Luke Perry,Krista Allen,Tom Berenger,Louis Mandylor"
2797,Abducted,2013,96 min,"Sci-Fi, Thriller","Trevor Morgan,Tessa Ferrer,Jelly Howie,Ross Thomas"
2798,First Man Into Space,1959,77 min,"Drama, Horror, Sci-Fi","Marshall Thompson,Marla Landi,Bill Edwards,Robert Ayres"
2799,Dream House,1998,90 min,"Drama, Horror, Sci-Fi","Timothy Busfield,Lisa Jakub,Brennan Elliott,Dan Petronijevic"
2800,The Hunt for the Hidden Relic,2002,182 min,"Action, Thriller, Mystery","Matthias Koeberlin,Naike Rivelli,Manou Lubowski,Hans Diehl"
2801,Super Stooges vs the Wonder Women,1974,105 min,"Action, Adventure, Comedy","Aldo Canti,Marc Hannibal,Hua Yueh,Malisa Longo"
2802,Space Girls in Beverly Hills,2009,94 min,Sci-Fi,"Donna Spangler,Allie Moss,Brittan Taylor,Tim Colceri"
2803,The Snow Creature,1954,69 min,"Horror, Sci-Fi","Paul Langton,Leslie Denison,Teru Shimada,Rollin Moriyama"
2804,Ejecta,2014,82 min,"Horror, Sci-Fi","Julian Richings,Lisa Houle,Adam Seybold,Mark Gibson"
2805,Lensman,1984,107 min,"Animation, Adventure, Sci-Fi","Toshio Furukawa,Mami Koyama,Chikao Ohtsuka,Nachi Nozawa"
2806,A Thousand Kisses Deep,2011,84 min,"Romance, Sci-Fi, Thriller","Emilia Fox,Jodie Whittaker,Dougray Scott,David Warner"
2807,Deadland,2009,107 min,"Action, Drama, Sci-Fi","Gary Weeks,Brian Tee,William Katt,Harrison Page"
2808,Area 407,2012,90 min,"Horror, Sci-Fi, Thriller","Abigail Schrader,Samantha Lester,James Lyons,Melanie Lyons"
2809,Escaflowne: The Movie,2000,98 min,"Adventure, Animation, Drama","Shin'ichirô Miki,Jôji Nakata,Maaya Sakamoto,Tomokazu Seki"
2810,The Bone Snatcher,2003,90 min,"Horror, Sci-Fi","Scott Bairstow,Rachel Shelley,Warrick Grier,Patrick Shai"
2811,Bug Buster,1998,93 min,"Comedy, Horror, Sci-Fi","Randy Quaid,Brenda Epperson,Katherine Heigl,James Doohan"
2812,The Apocalypse,2007,94 min,"Action, Adventure, Drama","Rhett Giles,Jill Stapley,Kristen Quintrall,Tom Nagel"
2813,The Singularity Is Near,2010,79 min,"Documentary, Drama, Sci-Fi","Pauley Perrette,Raymond Kurzweil,Anthony Robbins,Alan M. Dershowitz"
2814,Journey to Saturn,2008,90 min,"Animation, Action, Adventure","Casper Christensen,Frank Hvam,Ali Kazim,Simon Jul Jørgensen"
2815,Assignment: Outer Space,1960,73 min,Sci-Fi,"Rik Van Nutter,Gabriella Farinon,David Montresor,Archie Savage"
2816,RWBY: Volume 5,2018,120 min,"Animation, Action, Adventure","Amber Lee Connors,Aaron Dismuke,Barbara Dunkelman,Kara Eberle"
2817,Gunbuster,1988,30 min,"Animation, Action, Drama","Noriko Hidaka,Rei Sakuma,Norio Wakamoto,Maria Kawamura"
2818,Autumn,2009,110 min,"Horror, Sci-Fi, Thriller","Dexter Fletcher,Dickon Tolson,Lana Kamenov,Anton Brejak"
2819,Alien Armageddon,2011,95 min,Sci-Fi,"Katharine Lee McEwan,Marilyn Ghigliotti,Cynthia Martin,Tiffany Martin"
2820,Infested,2002,84 min,"Action, Adventure, Comedy","Zach Galligan,Lisa Ann Hadley,Daniel Jenkins,Amy Jo Johnson"
2821,Yu Yu Hakusho: Fight for the Netherworld,1994,91 min,"Animation, Action, Fantasy","Nozomu Sasaki,Sanae Miyuki,Yuri Amano,Shigeru Chiba"
2822,The Hideous Sun Demon,1958,74 min,"Horror, Sci-Fi","Robert Clarke,Patricia Manning,Nan Peterson,Patrick Whyte"
2823,Extinction,2014,103 min,"Action, Adventure, Horror","Sarah Mac,Ben Loyd-Holmes,Neil Newbon,Daniel Caren"
2824,The Exterminators of the Year 3000,1983,103 min,"Action, Sci-Fi","Robert Iannucci,Alicia Moro,Luciano Pigozzi,Eduardo Fajardo"
2825,The Phantom Empire,1935,245 min,"Action, Adventure, Music","Gene Autry,Frankie Darro,Betsy King Ross,Dorothy Christy"
2826,Tykho Moon,1996,102 min,Sci-Fi,"Julie Delpy,Johan Leysen,Michel Piccoli,Marie Laforêt"
2827,The Mouse on the Moon,1963,82 min,"Comedy, Romance, Sci-Fi","Margaret Rutherford,Ron Moody,Bernard Cribbins,David Kossoff"
2828,Zone of the Dead,2009,101 min,"Action, Horror, Sci-Fi","Ken Foree,Kristina Klebe,Emilio Roso,Miodrag 'Miki' Krstovic"
2829,Crime Zone,1989,92 min,"Action, Adventure, Fantasy","David Carradine,Peter Nelson,Sherilyn Fenn,Michael Shaner"
2830,Kite Liberator,2007,58 min,"Animation, Action, Crime","Marina Inoue,Akemi Okamura,Masakazu Morita,Rikiya Koyama"
2831,Super Hybrid,2010,94 min,"Horror, Sci-Fi, Thriller","Alden Adair,Shannon Beckner,Shane Bellegarde,Adrien Dorval"
2832,Teknolust,2002,85 min,"Comedy, Drama, Romance","Tilda Swinton,Jeremy Davies,James Urbaniak,John O'Keefe"
2833,The Creation of the Humanoids,1962,75 min,Sci-Fi,"Don Megowan,Erica Elliott,Frances McCann,Don Doolittle"
2834,NetForce,1999,200 min,"Action, Drama, Sci-Fi","Scott Bakula,Joanna Going,Xander Berkeley,Brian Dennehy"
2835,Scanner Cop II,1995,95 min,"Horror, Sci-Fi","Daniel Quinn,Patrick Kilpatrick,Khrystyne Haje,Stephen Mendel"
2836,Another,2014,80 min,"Fantasy, Horror, Sci-Fi","Maria Olsen,Paulie Rojas Redding,Nancy Wolfe,Michael St. Michaels"
2837,Terminator Salvation: The Machinima Series,2009,14 min,"Animation, Action, Adventure","Moon Bloodgood,Cam Clarke,Jim Meskimen,Heather Halley"
2838,Alien Overlords,2018,76 min,Sci-Fi,"Bette Smith,Richard Lowry,Nicholas Bocek,Michael Byrne"
2839,The X from Outer Space,1967,89 min,"Horror, Sci-Fi","Eiji Okada,Shun'ya Wazaki,Itoko Harada,Peggy Neal"
2840,Death Heads: Brain Drain,2018,76 min,"Horror, Sci-Fi","Michelle Bauer,Chuck Connors,Darcy DeMoss,Denice Duff"
2841,Bunker: Project 12,2016,97 min,"Action, Adventure, Sci-Fi","James Cosmo,Joaquín Sánchez,Natasha Alam,Eric Roberts"
2842,Habitat,1997,120 min,Sci-Fi,"Balthazar Getty,Tchéky Karyo,Alice Krige,Kenneth Welsh"
2843,Legion,1998,97 min,"Action, Horror, Sci-Fi","Parker Stevenson,Terry Farrell,Corey Feldman,Rick Springfield"
2844,Dark World,2010,100 min,"Adventure, Fantasy, Mystery","Svetlana Ivanova,Ivan Zhidkov,Elena Panova,Sergey Ugryumov"
2845,The Gene Generation,2007,96 min,"Action, Sci-Fi","Bai Ling,Alec Newman,Parry Shen,Faye Dunaway"
2846,Swarmed,2005,88 min,"Action, Drama, Horror","Michael Shanks,Carol Alt,Richard Chevolleau,Jonathan Malen"
2847,Time Traveller,2010,122 min,"Adventure, Sci-Fi","Riisa Naka,Akiyoshi Nakao,Munetaka Aoki,Anna Ishibashi"
2848,The War of the Worlds,2005,179 min,"Sci-Fi, Action, Drama","Anthony Piana,Jack Clay,James Lathrop,Darlene Sellers"
2849,Gumby: The Movie,1995,90 min,"Animation, Action, Adventure","Dal McKennon,Art Clokey,Gloria Clokey,Manny La Carruba"
2850,"Class of Nuke 'Em High Part 3: The Good, the Bad and the Subhumanoid",1994,102 min,"Action, Comedy, Horror","Brick Bronsky,Lisa Star,John Tallman,Lisa Gaye"
2851,Horrors of War,2006,99 min,"Action, Horror, Sci-Fi","Jon Osbeck,Joe Lorenzo,Daniel Alan Kiely,C. Alec Rossel"
2852,Gamera vs. Guiron,1969,80 min,"Action, Adventure, Family","Nobuhiro Kajima,Miyuki Akiyama,Christopher Murphy,Yûko Hamada"
2853,The 30 Foot Bride of Candy Rock,1959,75 min,"Comedy, Sci-Fi","Lou Costello,Dorothy Provine,Gale Gordon,Jimmy Conlin"
2854,Zombies of the Stratosphere,1952,167 min,"Action, Sci-Fi","Judd Holdren,Aline Towne,Wilson Wood,Lane Bradford"
2855,And You Thought Your Parents Were Weird,1991,92 min,"Comedy, Family, Fantasy","Joshua John Miller,Edan Gross,Marcia Strassman,John Quade"
2856,Technotise: Edit & I,2009,100 min,"Animation, Drama, Sci-Fi","Sanda Knezevic,Nebojsa Glogovac,Jelisaveta 'Seka' Sablic,Petar Kralj"
2857,Terminus,1987,115 min,Sci-Fi,"Karen Allen,Jürgen Prochnow,Johnny Hallyday,Gabriel Damon"
2858,The Panther Squad,1984,77 min,"Action, Adventure, Crime","Sybil Danning,Jack Taylor,Karin Schubert,Jean-René Gossart"
2859,The Terror Within II,1991,90 min,"Horror, Sci-Fi","Andrew Stevens,Stella Stevens,Chick Vennera,R. Lee Ermey"
2860,Apocalypse Z,2013,90 min,"Action, Horror, Sci-Fi","Christian Boeving,Mike Mitchell,Tara Cardinal,Ivy Corbin"
2861,Universal Soldier II: Brothers in Arms,1998,92 min,"Action, Sci-Fi","Matt Battaglia,Andrew Jackson,Eric Bryson,Kevin Rushton"
2862,Robotech: The Movie,1986,87 min,"Animation, Action, Music","Kerrigan Mahan,Iona Morris,Diane Michelle,Gregory Snegoff"
2863,Six Gun Savior,2016,100 min,"Action, Adventure, Drama","Eric Roberts,Martin Kove,Matthew Ziff,Tim Russ"
2864,Repligator,1996,86 min,"Action, Comedy, Sci-Fi","Gunnar Hansen,Keith Kjornes,Randy Clower,TJ Myers"
2865,The Aztec Mummy Against the Humanoid Robot,1958,65 min,"Adventure, Horror, Sci-Fi","Ramón Gay,Rosita Arenas,Crox Alvarado,Luis Aceves Castañeda"
2866,SEAL Patrol,2014,80 min,"Action, Sci-Fi, Thriller","Rich McDonald,Kristina Anapau,Joshua St. James,Angel McCord"
2867,Agent Aika,1997,210 min,"Animation, Adventure, Comedy","Rei Sakuma,Hiroko Konishi,Tarô Arakawa,Rei Asahina"
2868,Frankenstein and Me,1996,91 min,"Comedy, Family, Fantasy","Jamieson Boulanger,Ricky Mabe,Polly Shannon,Louise Fletcher"
2869,Dr. Caligari,1989,80 min,"Comedy, Horror, Sci-Fi","Madeleine Reynal,Fox Harris,Laura Albert,Jennifer Balgobin"
2870,Ghost Warrior,1984,81 min,"Action, Sci-Fi","Hiroshi Fujioka,John Calvin,Janet Julian,Charles Lampkin"
2871,Transmorphers: Fall of Man,2009,86 min,"Action, Adventure, Sci-Fi","Bruce Boxleitner,Jennifer Rubin,Shane Van Dyke,Alana DiMaria"
2872,The Posthuman Project,2014,93 min,"Action, Adventure, Comedy","Kyle Whalen,Collin Place,Lindsay Sawyer,Josh Bonzie"
2873,The Angry Red Planet,1959,83 min,"Adventure, Sci-Fi","Gerald Mohr,Nora Hayden,Les Tremayne,Jack Kruschen"
2874,The American Astronaut,2001,91 min,"Musical, Comedy, Sci-Fi","Cory McAbee,Rocco Sisto,Gregory Russell Cook,Annie Golden"
2875,Mega Snake,2007,90 min,"Action, Adventure, Comedy","Michael Shanks,Siri Baruc,Michal Yannai,Ben Cardinal"
2876,AVH: Alien vs. Hunter,2007,85 min,"Action, Adventure, Horror","William Katt,Dedee Pfeiffer,Wittly Jourdan,Randy Mulkey"
2877,The Ghostmaker,2012,91 min,"Horror, Sci-Fi, Thriller","Aaron Dean Eisenberg,Liz Fenning,J. Walter Holland,Jared Grey"
2878,Real Playing Game,2013,103 min,"Action, Adventure, Sci-Fi","Cian Barry,Alix Wilton Regan,Nik Xhelilaj,Pedro Granger"
2879,III Slices of Life,2010,107 min,"Horror, Sci-Fi, Thriller","Kaylee Williams,Marv Blauvelt,Helene Alter-Dyche,Jack Guasta"
2880,Lightning: Fire from the Sky,2001,91 min,"Action, Drama, Sci-Fi","John Schneider,Jesse Eisenberg,Michele Greene,Gary Sandy"
2881,Bloodmonkey,2007,90 min,"Action, Adventure, Horror","F. Murray Abraham,Matt Ryan,Amy Manson,Matt Reeves"
2882,Earthbound,2012,93 min,"Comedy, Fantasy, Romance","Rafe Spall,Jenn Murray,Stephen Hogan,David Morrissey"
2883,Nuclear Family,2012,96 min,Sci-Fi,"Corin Nemec,Ray Wise,Danielle Harris,Kinsey Packard"
2884,Lego DC Comics Super Heroes: Justice League vs. Bizarro League,2015,49 min,"Animation, Action, Adventure","Diedrich Bader,Troy Baker,John DiMaggio,Tom Kenny"
2885,Monstroid,1980,98 min,"Horror, Sci-Fi","James Mitchum,John Carradine,Philip Carey,Anthony Eisley"
2886,Revenge of the Stepford Wives,1980,96 min,"Mystery, Sci-Fi, Thriller","Sharon Gless,Julie Kavner,Audra Lindley,Don Johnson"
2887,War of the Worlds: Goliath,2012,85 min,"Animation, Action, Adventure","Adam Baldwin,Beau Billingslea,Kim Buckingham,Jim Byrnes"
2888,Just Imagine,1930,113 min,"Comedy, Fantasy, Musical","El Brendel,Maureen O'Sullivan,John Garrick,Marjorie White"
2889,The Premonition,1976,94 min,"Horror, Sci-Fi, Thriller","Sharon Farrell,Edward Michael Bell,Danielle Brisebois,Ellen Barber"
2890,Time Under Fire,1997,92 min,"Action, Sci-Fi","Jeff Fahey,Richard Tyson,Jack Coleman,Bryan Cranston"
2891,Journey to the Center of Time,1967,82 min,Sci-Fi,"Scott Brady,Anthony Eisley,Gigi Perreau,Abraham Sofaer"
2892,Expect No Mercy,1995,91 min,"Action, Sci-Fi","Billy Blanks,Jalal Merhi,Wolf Larson,Laurie Holden"
2893,Shark Swarm,2008,167 min,"Action, Adventure, Comedy","Daryl Hannah,John Schneider,Armand Assante,F. Murray Abraham"
2894,Avengers Assemble in the Playroom,2012,3 min,"Short, Action, Comedy","Jessica Fildes,James Fildes"
2895,In the Year 2889,1967,80 min,"Horror, Sci-Fi","Paul Petersen,Quinn O'Hara,Charla Doherty,Neil Fletcher"
2896,Jack Brown Genius,1996,85 min,"Comedy, Fantasy, Sci-Fi","Timothy Balme,Nicola Murphy,Marton Csokas,Stuart Devenie"
2897,Plankton,1994,86 min,"Horror, Sci-Fi","Clay Rogers,Michael Bon,Sharon Marino,Laura di Palma"
2898,Frogtown II,1992,90 min,"Sci-Fi, Action","Robert Z'Dar,Denice Duff,Kelsey,Mike Nyman"
2899,The Nutty Professor,2008,75 min,"Animation, Comedy, Family","Jerry Lewis,Drake Bell,Tabitha St. Germain,Britt Irvin"
2900,Pterodactyl,2005,89 min,"Action, Adventure, Horror","Cameron Daddo,Coolio,Amy Sloan,George Calil"
2901,Savage,1996,99 min,"Action, Sci-Fi, Thriller","Olivier Gruner,Jennifer Grant,Kario Salem,Kristin Minter"
2902,The Mark: Redemption,2013,94 min,"Action, Fantasy, Sci-Fi","Craig Sheffer,Sonia Couling,Eric Roberts,Gary Daniels"
2903,Road Wars,2015,90 min,"Action, Sci-Fi","Chloe Farnworth,Cole Parker,John Freeman,Phillip Andre Botello"
2904,Donovan's Brain,1953,84 min,"Sci-Fi, Horror","Lew Ayres,Gene Evans,Nancy Reagan,Steve Brodie"
2905,Panic,1982,90 min,"Horror, Sci-Fi","David Warbeck,Janet Agren,Roberto Ricci,José Lifante"
2906,TekWar,1994,92 min,Sci-Fi,"Greg Evigan,Eugene Clark,Torri Higginson,Ray Jewers"
2907,Four Sided Triangle,1953,81 min,"Romance, Sci-Fi","Barbara Payton,James Hayter,Stephen Murray,John Van Eyssen"
