id,name,year,duration,genre,actors
1351,Santa Claus Conquers the Martians,1964,81 min,"Adventure, Comedy, Family","John Call,Leonard Hicks,Vincent Beck,Bill McCutcheon"
1352,Godzilla 1985,1984,103 min,"Action, Horror, Sci-Fi","Raymond Burr,Keiju Kobayashi,Ken Tanaka,Yasuko Sawaguchi"
1353,Jurassic City,2015,88 min,"Action, Adventure, Comedy","Ray Wise,Kevin Gage,Vernon Wells,Robert LaSardo"
1354,Nemesis 4: Death Angel,1996,80 min,"Action, Thriller, Sci-Fi","Blanka Copikova,Andrew Divoff,Michal Gucík,Nicholas Guest"
1355,Anaconda 3: Offspring,2008,91 min,"Action, Adventure, Horror","David Hasselhoff,Crystal Allen,Ryan McCluskey,Patrick Regis"
1356,Robinson Crusoe on Mars,1964,110 min,"Adventure, Sci-Fi","Paul Mantee,Victor Lundin,Adam West,The Woolly Monkey"
1357,Trancers,1984,76 min,"Action, Sci-Fi","Tim Thomerson,Helen Hunt,Michael Stefani,Art LaFleur"
1358,Batman and Robin,1949,263 min,"Action, Adventure, Crime","Robert Lowery,Johnny Duncan,Jane Adams,Lyle Talbot"
1359,Lake Placid: The Final Chapter,2012,86 min,"Action, Adventure, Comedy","Elisabeth Röhm,Yancy Butler,Paul Nicholls,Poppy Lee Friar"
1360,Pokémon 3: The Movie,2000,93 min,"Animation, Action, Adventure","Veronica Taylor,Eric Stuart,Rica Matsumoto,Rachael Lillis"
1361,Attack of the 50 Foot Woman,1958,65 min,"Horror, Sci-Fi","Allison Hayes,William Hudson,Yvette Vickers,Roy Gordon"
1362,Scooby-Doo and the Cyber Chase,2001,74 min,"Animation, Action, Adventure","Scott Innes,Joe Alaskey,Bob Bergen,Grey Griffin"
1363,The Food of the Gods,1976,88 min,"Adventure, Horror, Sci-Fi","Marjoe Gortner,Pamela Franklin,Ralph Meeker,Jon Cypher"
1364,Evangelion: 1.0 You Are (Not) Alone,2007,98 min,"Animation, Action, Drama","Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi"
1365,The Deadly Spawn,1983,81 min,"Horror, Sci-Fi","Charles George Hildebrandt,Tom DeFranco,Richard Lee Porter,Jean Tafler"
1366,The Wrong Trousers,1993,30 min,"Animation, Short, Comedy","Peter Sallis,Peter Hawkins"
1367,Baar Baar Dekho,2016,141 min,"Comedy, Drama, Romance","Sidharth Malhotra,Katrina Kaif,Sayani Gupta,Kirti Adarkar"
1368,The Black Sleep,1956,82 min,"Horror, Sci-Fi","Basil Rathbone,Akim Tamiroff,Lon Chaney Jr.,John Carradine"
1369,Batman: Return of the Caped Crusaders,2016,78 min,"Animation, Action, Adventure","Adam West,Burt Ward,Julie Newmar,Jeff Bergman"
1370,Extraordinary: The Stan Romanek Story,2013,105 min,"Documentary, Drama, Sci-Fi","Stan Romanek,Lisa Romanek,Claude Swanson,Leo Sprinkle"
1371,Journey to the Far Side of the Sun,1969,101 min,"Drama, Sci-Fi","Roy Thinnes,Ian Hendry,Patrick Wymark,Lynn Loring"
1372,The Night of the Hunted,1980,87 min,"Drama, Horror, Mystery","Brigitte Lahaie,Vincent Gardère,Dominique Journet,Bernard Papineau"
1373,Return of the Living Dead: Necropolis,2005,88 min,"Action, Comedy, Horror","Aimee-Lynn Chadwick,Cory Hardrict,John Keefe,Jana Kramer"
1374,Krrish 3,2013,152 min,"Action, Adventure, Sci-Fi","Hrithik Roshan,Vivek Oberoi,Priyanka Chopra,Kangana Ranaut"
1375,In Like Flint,1967,114 min,"Action, Adventure, Comedy","James Coburn,Lee J. Cobb,Jean Hale,Andrew Duggan"
1376,The People That Time Forgot,1977,91 min,"Adventure, Fantasy, Sci-Fi","Patrick Wayne,Doug McClure,Sarah Douglas,Dana Gillespie"
1377,Carnosaur,1993,83 min,"Horror, Sci-Fi","Diane Ladd,Raphael Sbarge,Jennifer Runyon,Harrison Page"
1378,The Specials,2000,82 min,"Action, Comedy, Fantasy","Rob Lowe,Thomas Haden Church,Paget Brewster,Jordan Ladd"
1379,The Demolitionist,1995,100 min,"Action, Horror, Sci-Fi","Nicole Eggert,Bruce Abbott,Susan Tyrrell,Peter Jason"
1380,The Death of Dick Long,2019,100 min,"Comedy, Sci-Fi","Michael Abbott Jr.,Virginia Newcomb,Andre Hyland,Sarah Baker"
1381,First Men in the Moon,1964,103 min,"Adventure, Sci-Fi","Edward Judd,Martha Hyer,Lionel Jeffries,Miles Malleson"
1382,Six-String Samurai,1998,91 min,"Action, Adventure, Comedy","Jeffrey Falcon,Justin McGuire,Kim De Angelo,Stephane Gauger"
1383,The Dungeonmaster,1984,73 min,"Fantasy, Horror, Sci-Fi","Jeffrey Byron,Richard Moll,Leslie Wing,Gina Calabrese"
1384,Leroy & Stitch,2006,73 min,"Animation, Action, Adventure","Daveigh Chase,Chris Sanders,David Ogden Stiers,Kevin McDonald"
1385,The Death of the Incredible Hulk,1990,95 min,"Action, Adventure, Drama","Bill Bixby,Lou Ferrigno,Elizabeth Gracen,Philip Sterling"
1386,1984,1956,90 min,"Drama, Sci-Fi","Edmond O'Brien,Michael Redgrave,Jan Sterling,David Kossoff"
1387,Good Boy!,2003,87 min,"Comedy, Drama, Family","Liam Aiken,Matthew Broderick,Molly Shannon,Kevin Nealon"
1388,The Visitor,1979,108 min,"Horror, Sci-Fi","Mel Ferrer,Glenn Ford,Lance Henriksen,John Huston"
1389,Spontaneous Combustion,1990,97 min,"Horror, Sci-Fi, Thriller","Brad Dourif,Cynthia Bain,Jon Cypher,William Prince"
1390,Flora,2017,105 min,"Adventure, Drama, History","Teresa Marie Doran,Dan Lin,Sari Mercer,Miles G. Jackson"
1391,Roger Corman's Frankenstein Unbound,1990,85 min,"Drama, Horror, Sci-Fi","John Hurt,Raul Julia,Nick Brimble,Bridget Fonda"
1392,Purple People Eater,1988,90 min,"Comedy, Family, Sci-Fi","Ned Beatty,Linda Talcott,Bobby Porter,Shelley Winters"
1393,Moontrap,1989,92 min,"Horror, Sci-Fi","Walter Koenig,Bruce Campbell,Leigh Lombardi,Robert Kurcz"
1394,Meteor,1979,108 min,"Action, Drama, Sci-Fi","Sean Connery,Natalie Wood,Karl Malden,Brian Keith"
1395,The Apple,1980,90 min,"Music, Musical, Sci-Fi","Catherine Mary Stewart,George Gilmour,Grace Kennedy,Allan Love"
1396,The Love Factor,1969,86 min,"Comedy, Fantasy, Sci-Fi","James Robertson Justice,Charles Hawtrey,Robin Hawdon,Anna Gaël"
1397,Prayer of the Rollerboys,1990,95 min,"Action, Drama, Sci-Fi","Corey Haim,Patricia Arquette,Christopher Collet,Julius Harris"
1398,Darkman II: The Return of Durant,1995,93 min,"Action, Crime, Horror","Larry Drake,Arnold Vosloo,Kim Delaney,Renée O'Connor"
1399,The Lost Future,2010,90 min,"Adventure, Sci-Fi","Sean Bean,Corey Sevier,Sam Claflin,Annabelle Wallis"
1400,"The Beast from 20,000 Fathoms",1953,80 min,"Adventure, Horror, Sci-Fi","Paul Hubschmid,Paula Raymond,Cecil Kellaway,Kenneth Tobey"
1401,Cabin Fever 3: Patient Zero,2014,91 min,"Horror, Sci-Fi","Sean Astin,Currie Graham,Ryan Donowho,Brando Eaton"
1402,Patema Inverted,2013,98 min,"Animation, Adventure, Drama","Yukiyo Fujii,Nobuhiko Okamoto,Shintarô Oohata,Shinya Fukumatsu"
1403,Star Slammer,1986,86 min,"Action, Comedy, Sci-Fi","Sandy Brooke,Suzy Stokey,Ross Hagen,Marya Gant"
1404,Vidocq,2001,98 min,"Action, Crime, Fantasy","Gérard Depardieu,Guillaume Canet,Inés Sastre,André Dussollier"
1405,The Signal,2007,103 min,"Horror, Sci-Fi, Thriller","Anessa Ramsey,Justin Welborn,Scott Poythress,Sahr Ngaujah"
1406,It Came from Beneath the Sea,1955,79 min,"Horror, Sci-Fi","Kenneth Tobey,Faith Domergue,Donald Curtis,Ian Keith"
1407,The 10th Victim,1965,92 min,"Action, Sci-Fi","Marcello Mastroianni,Ursula Andress,Elsa Martinelli,Salvo Randone"
1408,Bloodwork,2012,96 min,"Horror, Sci-Fi, Thriller","Travis Van Winkle,Tricia Helfer,Stephen Bogaert,John Bregar"
1409,Superman,1948,244 min,Sci-Fi,"Kirk Alyn,Noel Neill,Tommy Bond,Carol Forman"
1410,What Planet Are You From?,2000,105 min,"Comedy, Sci-Fi","Garry Shandling,Annette Bening,John Goodman,Greg Kinnear"
1411,Return of the Killer Tomatoes!,1988,98 min,"Comedy, Horror, Sci-Fi","Anthony Starke,George Clooney,Karen M. Waldron,Steve Lundquist"
1412,I Was a Teenage Werewolf,1957,76 min,"Drama, Fantasy, Horror","Michael Landon,Yvonne Lime,Whit Bissell,Charles Willcox"
1413,Waxwork II: Lost in Time,1992,104 min,"Comedy, Fantasy, Horror","Zach Galligan,Monika Schnarre,Martin Kemp,Bruce Campbell"
1414,Young Ones,2014,100 min,"Action, Drama, Romance","Nicholas Hoult,Kodi Smit-McPhee,Michael Shannon,Elle Fanning"
1415,Prehysteria!,1993,84 min,"Adventure, Comedy, Family","Brett Cullen,Colleen Morris,Samantha Mills,Austin O'Brien"
1416,April and the Extraordinary World,2015,105 min,"Animation, Adventure, Comedy","Marion Cotillard,Marc-André Grondin,Philippe Katerine,Jean Rochefort"
1417,T2 3-D: Battle Across Time,1996,21 min,"Short, Action, Sci-Fi","Arnold Schwarzenegger,Edward Furlong,Linda Hamilton,Robert Patrick"
1418,The Toxic Avenger Part II,1989,102 min,"Action, Comedy, Horror","Ron Fazio,John Altamura,Phoebe Legere,Rick Collins"
1419,The Astronaut Farmer,2006,104 min,"Adventure, Drama, Sci-Fi","Billy Bob Thornton,Virginia Madsen,Bruce Dern,Max Thieriot"
1420,Dracula 3000,2004,86 min,"Horror, Sci-Fi","Casper Van Dien,Erika Eleniak,Coolio,Alexandra Kamp"
1421,The Dinosaur Project,2012,83 min,"Action, Adventure, Drama","Richard Dillane,Peter Brooke,Matt Kane,Natasha Loring"
1422,Atlantic Rim: Resurrection,2018,86 min,"Action, Adventure, Sci-Fi","Steve Richard Harris,Xavi Israel,Jenna Enns,Terry Woodberry"
1423,Kung Fu Traveler,2017,98 min,"Action, Sci-Fi, Thriller","Tiger Hu Chen,Darren Grosvenor,Gang Sheng,Zhi Wang"
1424,Next Avengers: Heroes of Tomorrow,2008,78 min,"Animation, Action, Family","Noah Crawford,Brenna O'Brien,Aidan Drummond,Dempsey Pappion"
1425,Let's Be Evil,2016,82 min,"Horror, Sci-Fi, Thriller","Sophie Willis,Jules Brown,Elizabeth Morris,Chase Bowman"
1426,Post Impact,2004,90 min,"Action, Adventure, Sci-Fi","Dean Cain,Bettina Zimmermann,Joanna Taylor,Nigel Bennett"
1427,Godsend,2004,102 min,"Action, Drama, Fantasy","Robert De Niro,Greg Kinnear,Rebecca Romijn,Cameron Bright"
1428,The Time Travelers,1964,82 min,Sci-Fi,"Preston Foster,Philip Carey,Merry Anders,John Hoyt"
1429,Star Kid,1997,101 min,"Adventure, Family, Sci-Fi","Joseph Mazzello,Joey Simmrin,Alex Daniels,Arthur Burghardt"
1430,The Chronicles of Riddick: Dark Fury,2004,35 min,"Action, Animation, Sci-Fi","Vin Diesel,Rhiana Griffith,Keith David,Roger Jackson"
1431,Python,2000,99 min,"Action, Comedy, Horror","Frayne Rosanoff,Robert Englund,Casper Van Dien,William Zabka"
1432,Attack of the Crab Monsters,1957,62 min,"Horror, Sci-Fi","Richard Garland,Pamela Duncan,Russell Johnson,Leslie Bradley"
1433,Candy Stripers,2006,89 min,"Horror, Sci-Fi","Scott Aaronson,Brian Lloyd,Sarah McGuire,Brianna Berman"
1434,Creepozoids,1987,72 min,"Horror, Sci-Fi","Linnea Quigley,Ken Abraham,Michael Aranda,Richard L. Hawkins"
1435,World on a Wire,1973,212 min,"Crime, Mystery, Sci-Fi","Klaus Löwitsch,Barbara Valentin,Mascha Rabben,Karl Heinz Vosgerau"
1436,Big Ass Spider!,2013,80 min,"Action, Adventure, Comedy","Greg Grunberg,Lin Shaye,Ruben Pla,Alexis Kendra"
1437,Beneath,2013,90 min,"Horror, Sci-Fi, Thriller","Daniel Zovatto,Bonnie Dennison,Chris Conroy,Jon Orsini"
1438,Girl Explores Girl: The Alien Encounter,1998,110 min,"Sci-Fi, Comedy","Laurie Wallace,Darian Caine,Victoria Vega,Natalia Ashe"
1439,Return from Witch Mountain,1978,95 min,"Family, Adventure, Sci-Fi","Bette Davis,Christopher Lee,Kim Richards,Ike Eisenmann"
1440,Beastmaster 2: Through the Portal of Time,1991,107 min,"Action, Adventure, Fantasy","Marc Singer,Kari Wuhrer,Sarah Douglas,Wings Hauser"
1441,Alien from L.A.,1988,87 min,"Adventure, Comedy, Sci-Fi","Kathy Ireland,William R. Moses,Richard Haines,Don Michael Paul"
1442,Unforgettable,1996,117 min,"Drama, Mystery, Sci-Fi","Ray Liotta,Linda Fiorentino,Peter Coyote,Christopher McDonald"
1443,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,68 min,"Animation, Action, Adventure","Romanthony,Thomas Bangalter"
1444,The Rift,1990,83 min,"Action, Adventure, Horror","Jack Scalia,R. Lee Ermey,Ray Wise,Deborah Adair"
1445,Tremors 4: The Legend Begins,2004,101 min,"Action, Adventure, Comedy","Michael Gross,Sara Botsford,Billy Drago,Brent Roam"
1446,Empire of the Ants,1977,89 min,"Adventure, Horror, Sci-Fi","Joan Collins,Robert Lansing,John David Carson,Albert Salmi"
1447,Earth vs. the Flying Saucers,1956,83 min,"Action, Sci-Fi","Hugh Marlowe,Joan Taylor,Donald Curtis,Morris Ankrum"
1448,Kafka,1991,98 min,"Drama, Mystery, Sci-Fi","Jeremy Irons,Theresa Russell,Joel Grey,Ian Holm"
1449,The Incredible Shrinking Woman,1981,88 min,"Comedy, Sci-Fi","Lily Tomlin,Charles Grodin,Ned Beatty,Henry Gibson"
1450,Superman/Batman: Public Enemies,2009,67 min,"Animation, Action, Drama","Clancy Brown,Kevin Conroy,Tim Daly,Xander Berkeley"
1451,Pass Thru,2016,90 min,"Drama, Fantasy, Sci-Fi","Neil Breen,Viad,Kathy Corpus,Abraham Rodriguez"
1452,Mutant World,2014,82 min,Sci-Fi,"Holly Deveaux,Ashanti,Jason Cermak,Amber Marshall"
1453,20 Million Miles to Earth,1957,82 min,"Fantasy, Sci-Fi","William Hopper,Joan Taylor,Thomas Browne Henry,Frank Puglia"
1454,Battle Queen 2020,2001,95 min,"Action, Sci-Fi","Julie Strain,Jeff Wincott,Zehra Leverman,Brian Frank"
1455,The Puppet Masters,1994,109 min,"Horror, Sci-Fi, Thriller","Donald Sutherland,Eric Thal,Julie Warner,Keith David"
1456,Android,1983,80 min,Sci-Fi,"Klaus Kinski,Don Keith Opper,Brie Howard,Norbert Weisser"
1457,Battle for Terra,2007,85 min,"Animation, Action, Adventure","Evan Rachel Wood,Luke Wilson,Justin Long,Chad Allen"
1458,Fist of the North Star,1995,103 min,"Action, Fantasy, Sci-Fi","Gary Daniels,Malcolm McDowell,Costas Mandylor,Downtown Julie Brown"
1459,Anacondas: Trail of Blood,2009,89 min,"Action, Adventure, Horror","Crystal Allen,Linden Ashby,Danny Midwinter,Calin Stanciu"
1460,Hangar 18,1980,97 min,"Action, Biography, Sci-Fi","Darren McGavin,Robert Vaughn,Gary Collins,James Hampton"
1461,Nirvana,1997,113 min,"Action, Drama, Sci-Fi","Christopher Lambert,Diego Abatantuono,Sergio Rubini,Stefania Rocca"
1462,Wings of Honneamise,1987,121 min,"Animation, Drama, Sci-Fi","Leo Morimoto,David Thomas,Mitsuki Yayoi,Heidi Lenhart"
1463,The Island at the Top of the World,1974,93 min,"Adventure, Family, Fantasy","David Hartman,Donald Sinden,Jacques Marin,Mako"
1464,The Incredible Melting Man,1977,84 min,"Horror, Sci-Fi","Alex Rebar,Burr DeBenning,Myron Healey,Michael Alldredge"
1465,The Face of Another,1966,124 min,"Drama, Sci-Fi","Tatsuya Nakadai,Mikijirô Hira,Kyôko Kishida,Miki Irie"
1466,Dr. Jekyll and Mr. Hyde,1941,113 min,"Drama, Horror, Sci-Fi","Spencer Tracy,Ingrid Bergman,Lana Turner,Donald Crisp"
1467,A Grand Day Out,1989,23 min,"Animation, Short, Adventure","Peter Sallis,Peter Hawkins"
1468,RoboCop: Prime Directives,2001,375 min,"Action, Crime, Sci-Fi","Page Fletcher,Maurice Dean Wint,Maria del Mar,Anthony Lemke"
1469,Gantz: Perfect Answer,2011,141 min,"Action, Horror, Mystery","Kazunari Ninomiya,Ken'ichi Matsuyama,Yuriko Yoshitaka,Ayumi Itô"
1470,Lake Placid 2,2007,88 min,"Action, Adventure, Comedy","John Schneider,Sarah Lafleur,Sam McMurray,Chad Michael Collins"
1471,Space Mutiny,1988,91 min,"Action, Adventure, Romance","Reb Brown,John Phillip Law,James Ryan,Cameron Mitchell"
1472,Enter Nowhere,2011,90 min,"Mystery, Sci-Fi, Thriller","Katherine Waterston,Scott Eastwood,Sara Paxton,Shaun Sipos"
1473,Flight World War II,2015,85 min,"Action, Adventure, Sci-Fi","Faran Tahir,Robbie Kay,Aqueela Zoll,Matias Ponce"
1474,Uncle Kent 2,2015,73 min,"Comedy, Sci-Fi","Kent Osborne,Joe Swanberg,Jude Swanberg,Tom Fitzpatrick"
1475,Altitude,2010,90 min,"Horror, Mystery, Sci-Fi","Jessica Lowndes,Julianna Guill,Ryan Donowho,Landon Liboiron"
1476,Creator,1985,107 min,"Comedy, Romance, Sci-Fi","Peter O'Toole,Mariel Hemingway,Vincent Spano,Virginia Madsen"
1477,Shark Attack 3: Megalodon,2002,99 min,"Action, Adventure, Horror","John Barrowman,Jenny McShane,Ryan Cutrona,Bashar Rahal"
1478,Ultimate Avengers,2006,72 min,"Animation, Action, Adventure","Justin Gross,Grey Griffin,Michael Massee,Marc Worden"
1479,What the #$*! Do We (K)now!?,2004,109 min,"Documentary, Comedy, Drama","Marlee Matlin,Elaine Hendrix,John Ross Bowie,Robert Bailey Jr."
1480,The Ambushers,1967,102 min,"Action, Comedy, Sci-Fi","Dean Martin,Senta Berger,Janice Rule,James Gregory"
1481,Arena,1989,115 min,"Action, Adventure, Sci-Fi","Paul Satterfield,Hamilton Camp,Claudia Christian,Marc Alaimo"
1482,Deathsport,1978,82 min,"Action, Drama, Sci-Fi","David Carradine,Claudia Jennings,Richard Lynch,William Smithers"
1483,Naked Souls,1996,85 min,"Sci-Fi, Thriller","Brian Krause,Pamela Anderson,David Warner,Dean Stockwell"
1484,Vixen: The Movie,2017,74 min,"Animation, Fantasy, Sci-Fi","Megalyn Echikunwoke,Stephen Amell,Katie Cassidy,Franz Drameh"
1485,2001: A Space Travesty,2000,99 min,"Comedy, Sci-Fi","Leslie Nielsen,Ophélie Winter,Ezio Greggio,Peter Egan"
1486,Warlords of the Deep,1978,96 min,"Fantasy, Adventure, Sci-Fi","Doug McClure,Peter Gilmore,Shane Rimmer,Lea Brodie"
1487,Survivor,2014,93 min,"Action, Adventure, Fantasy","Danielle C. Ryan,Kevin Sorbo,Rocky Myers,Ruby Jones"
1488,Dylan Dog: Dead of Night,2010,107 min,"Action, Comedy, Crime","Brandon Routh,Anita Briem,Sam Huntington,Taye Diggs"
1489,Return to Nuke 'Em High Volume 1,2013,85 min,"Comedy, Horror, Sci-Fi","Asta Paredes,Catherine Corcoran,Vito Trigo,Clay von Carlowitz"
1490,The Philadelphia Experiment,2012,89 min,"Action, Adventure, Mystery","Nicholas Lea,Michael Paré,Ryan Robbins,Emilie Ullerup"
1491,Vampirella,1996,82 min,"Action, Fantasy, Horror","Talisa Soto,Roger Daltrey,Richard Joseph Paul,Brian Bloom"
1492,Superman vs. The Elite,2012,76 min,"Animation, Action, Sci-Fi","George Newbern,Pauley Perrette,Robin Atkin Downes,Dee Bradley Baker"
1493,Justice League: The New Frontier,2008,75 min,"Animation, Action, Adventure","David Boreanaz,Miguel Ferrer,Neil Patrick Harris,John Heard"
1494,Advantageous,2015,90 min,"Drama, Family, Sci-Fi","Jacqueline Kim,James Urbaniak,Freya Adams,Ken Jeong"
1495,Octaman,1971,79 min,"Sci-Fi, Horror","Pier Angeli,Kerwin Mathews,Jeff Morrow,David Essex"
1496,Frankenstein Meets the Wolf Man,1943,74 min,"Fantasy, Horror, Sci-Fi","Ilona Massey,Patric Knowles,Lionel Atwill,Bela Lugosi"
1497,Wedlock,1991,101 min,"Action, Crime, Drama","Rutger Hauer,Mimi Rogers,Joan Chen,James Remar"
1498,1990: The Bronx Warriors,1982,89 min,"Action, Sci-Fi, Thriller","Mark Gregory,Fred Williamson,Vic Morrow,Christopher Connelly"
1499,Antisocial,2013,90 min,"Horror, Sci-Fi, Thriller","Michelle Mylett,Cody Ray Thompson,Adam Christie,Ana Alic"
1500,The Beast,1996,176 min,"Action, Adventure, Horror","William Petersen,Karen Sillas,Charles Martin Smith,Ronald Guttman"
1501,Replace,2017,101 min,"Horror, Sci-Fi, Thriller","Rebecca Forsythe,Lucie Aron,Barbara Crampton,Sean Knopp"
1502,Beastmaster III: The Eye of Braxus,1996,92 min,"Action, Adventure, Fantasy","Marc Singer,Tony Todd,Keith Coulouris,Sandra Hess"
1503,Outpost: Rise of the Spetsnaz,2013,87 min,"Action, Horror, Sci-Fi","Bryan Larkin,Iván Kamarás,Velibor Topic,Laurence Possa"
1504,One Million B.C.,1940,80 min,"Adventure, Fantasy, Romance","Victor Mature,Carole Landis,Lon Chaney Jr.,Conrad Nagel"
1505,Warriors of the Wasteland,1983,91 min,"Action, Romance, Sci-Fi","Giancarlo Prete,Fred Williamson,George Eastman,Anna Kanakis"
1506,The Rift,2016,90 min,"Horror, Sci-Fi, Thriller","Ken Foree,Katarina Cas,Monte Markham,Dragan Micanovic"
1507,Mrs. Hyde,2017,95 min,"Comedy, Drama, Sci-Fi","Isabelle Huppert,Romain Duris,José Garcia,Adda Senani"
1508,The Girl,2016,79 min,"Sci-Fi, Thriller","Michael Biehn,Tia Carrere,Evie Thompson,Tristan DeVan"
1509,Recess: School's Out,2001,82 min,"Animation, Comedy, Family","Andrew Lawrence,Rickey D'Shon Collins,Jason Davis,Ashley Johnson"
1510,Doctor Mordrid,1992,74 min,"Action, Fantasy, Horror","Jeffrey Combs,Yvette Nipar,Jay Acovone,Keith Coulouris"
1511,Attack of the 50 Ft. Woman,1993,90 min,"Comedy, Sci-Fi","Daryl Hannah,Daniel Baldwin,William Windom,Frances Fisher"
1512,The Day of the Dolphin,1973,104 min,"Drama, Sci-Fi, Thriller","George C. Scott,Trish Van Devere,Paul Sorvino,John Dehner"
1513,Total Recall 2070,1999,44 min,"Action, Sci-Fi","Michael Easton,Karl Pruner,Cynthia Preston,Michael Anthony Rawlins"
1514,Murderers' Row,1966,105 min,"Action, Adventure, Comedy","Dean Martin,Ann-Margret,Karl Malden,Camilla Sparv"
1515,Mindwarp,1992,91 min,"Horror, Sci-Fi, Thriller","Bruce Campbell,Angus Scrimm,Marta Martin,Elizabeth Kent"
1516,Garm Wars: The Last Druid,2014,92 min,"Action, Sci-Fi, Thriller","Lance Henriksen,Kevin Durand,Mélanie St-Pierre,Summer H. Howell"
1517,Spaced Invaders,1990,100 min,"Adventure, Comedy, Sci-Fi","Douglas Barr,Royal Dano,Ariana Richards,J.J. Anderson"
1518,War of the Worlds 2: The Next Wave,2008,87 min,"Action, Adventure, Horror","C. Thomas Howell,Christopher Reid,Kim Little,Jonathan Levit"
1519,Puppet Master III: Toulon's Revenge,1991,86 min,"Fantasy, Horror, Sci-Fi","Guy Rolfe,Richard Lynch,Ian Abercrombie,Kristopher Logan"
1520,Sexual Chemistry,1999,97 min,"Comedy, Sci-Fi","Jeff Xander,Stephanee LaFleur,Chanda Marie,Raisa Ivanic"
1521,The Bugs Bunny/Road-Runner Movie,1979,98 min,"Animation, Comedy, Family","Mel Blanc,Arthur Q. Bryan,Paul Julian,Nicolai Shutorev"
1522,Quintet,1979,118 min,"Drama, Mystery, Sci-Fi","Paul Newman,Vittorio Gassman,Fernando Rey,Bibi Andersson"
1523,The Cars That Ate Paris,1974,91 min,"Comedy, Horror, Sci-Fi","Terry Camilleri,John Meillon,Kevin Miles,Rick Scully"
1524,The Deadly Invention,1958,83 min,"Animation, Adventure, Fantasy","Lubor Tokos,Arnost Navrátil,Miroslav Holub,Frantisek Slégr"
1525,Zombie Apocalypse,2011,87 min,"Action, Adventure, Horror","Ving Rhames,Taryn Manning,Johnny Pacar,Gary Weeks"
1526,Mansquito,2005,92 min,"Sci-Fi, Horror","Corin Nemec,Musetta Vander,Matt Jordon,Patrick Dreikauss"
1527,Aftermath,2014,92 min,"Horror, Sci-Fi, Thriller","C.J. Thomason,Monica Keena,Edward Furlong,Andre Royo"
1528,4:44 Last Day on Earth,2011,82 min,"Drama, Fantasy, Sci-Fi","Willem Dafoe,Shanyn Leigh,Natasha Lyonne,Paul Hipp"
1529,Zombie 3,1988,84 min,"Action, Horror, Sci-Fi","Deran Sarafian,Beatrice Ring,Ottaviano Dell'Acqua,Massimo Vanni"
1530,Godzilla 2000,1999,99 min,"Action, Adventure, Drama","Takehiro Murata,Hiroshi Abe,Naomi Nishida,Mayu Suzuki"
1531,Hover,2018,86 min,Sci-Fi,"Cleopatra Coleman,Shane Coffey,Craig muMs Grant,Fabianne Therese"
1532,Skinwalker Ranch,2013,86 min,"Horror, Mystery, Sci-Fi","Britani Bateman Underwood,Taylor Bateman,Steve Berg,Michael Black"
1533,Gor,1987,94 min,"Action, Adventure, Fantasy","Urbano Barberini,Rebecca Ferratti,Jack Palance,Paul L. Smith"
1534,Scooby-Doo! And Kiss: Rock and Roll Mystery,2015,72 min,"Animation, Comedy, Family","Frank Welker,Mindy Cohn,Grey Griffin,Matthew Lillard"
1535,Stitch! The Movie,2003,60 min,"Animation, Adventure, Comedy","Daveigh Chase,Chris Sanders,Tia Carrere,David Ogden Stiers"
1536,The Terminal Man,1974,107 min,"Horror, Sci-Fi, Thriller","George Segal,Joan Hackett,Richard Dysart,Donald Moffat"
1537,Hyperspace,1984,90 min,"Sci-Fi, Comedy","Alan Marx,Paula Poundstone,Chris Elliott,Robert Bloodworth"
1538,The Devil's Tomb,2009,90 min,"Action, Horror, Sci-Fi","Cuba Gooding Jr.,Ray Winstone,Ron Perlman,Taryn Manning"
1539,Godzilla vs. Monster Zero,1965,93 min,"Action, Adventure, Sci-Fi","Nick Adams,Akira Takarada,Jun Tazaki,Akira Kubo"
1540,Metalstorm: The Destruction of Jared-Syn,1983,84 min,"Adventure, Sci-Fi, Action","Jeffrey Byron,Michael Preston,Tim Thomerson,Kelly Preston"
1541,Godzilla vs. Biollante,1989,104 min,"Action, Sci-Fi","Kunihiko Mitamura,Yoshiko Tanaka,Masanobu Takashima,Kôji Takahashi"
1542,Dracula vs. Frankenstein,1971,91 min,"Horror, Sci-Fi","J. Carrol Naish,Lon Chaney Jr.,Zandor Vorkov,Anthony Eisley"
1543,It Came from the Desert,2017,90 min,"Action, Adventure, Comedy","Harry Lister Smith,Alex Mills,Vanessa Grasse,Mark Arnold"
1544,The Strongest Man in the World,1975,92 min,"Comedy, Family, Sci-Fi","Kurt Russell,Joe Flynn,Eve Arden,Cesar Romero"
1545,Infestation,2009,91 min,"Action, Comedy, Horror","Chris Marquette,Brooke Nevin,Kinsey Packard,E. Quincy Sloan"
1546,Mega Shark vs. Giant Octopus,2009,88 min,"Action, Adventure, Comedy","Lorenzo Lamas,Debbie Gibson,Vic Chao,Jonathan Nation"
1547,Message from Space,1978,105 min,"Action, Adventure, Sci-Fi","Vic Morrow,Shin'ichi Chiba,Philip Casnoff,Peggy Lee Brennan"
1548,City in the Sea,1965,84 min,"Adventure, Fantasy, Sci-Fi","Vincent Price,Tab Hunter,David Tomlinson,Susan Hart"
