id,name,year,duration,genre,actors
378,Dracula Untold,2014,1h 32m,"Horror,Action,Drama,Fantasy,War","Luke Evans,Sarah Gadon,Dominic Cooper,Art Parkinson,Charles Dance"
379,Jumanji: Welcome to the Jungle,2017,1h 59m,"Action,Adventure,Comedy,Fantasy","Dwayne Johnson,Jack Black,Kevin Hart,Karen Gillan,Nick Jonas"
380,I Feel Pretty,2018,1h 51m,Comedy,"Amy Schumer,Rory Scovel,Michelle Williams,Emily Ratajkowski,Busy Philipps"
381,Beauty and the Beast,1991,1h 24m,"Romance,Family,Animation,Fantasy","Paige O'Hara,Robby Benson,Richard White,Jerry Orbach,David Ogden Stiers"
382,The Little Mermaid,1989,1h 23m,"Animation,Family","Jodi Benson,Samuel E. Wright,Pat Carroll,Christopher Daniel Barnes,Kenneth Mars"
383,7 Reasons to Run Away (from Society),2019,1h 15m,"Comedy,Horror","Emma Suárez,Lola Dueñas,Sergi López,Francesc Orella,David Verdaguer"
384,Death Race: Beyond Anarchy,2018,1h 51m,"Action,Thriller","Danny Trejo,Zach McGowan,Danny Glover,Fred Koehler,Christine Marzano"
385,Quantum of Solace,2008,1h 46m,"Adventure,Action,Thriller,Crime","Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini"
386,Goosebumps 2: Haunted Halloween,2018,1h 30m,"Adventure,Comedy,Fantasy,Family,Horror","Jeremy Ray Taylor,Madison Iseman,Caleel Harris,Wendi McLendon-Covey,Ken Jeong"
387,The Lorax,2012,1h 26m,"Animation,Family","Zac Efron,Danny DeVito,Taylor Swift,Ed Helms,Rob Riggle"
388,Kung Fu Panda: Secrets of the Masters,2011,0h 24m,"Family,Animation","Jack Black,Angelina Jolie,Seth Rogen,Dustin Hoffman,Randall Duk Kim"
389,Replicas,2018,1h 47m,"Thriller,Science Fiction","Keanu Reeves,Alice Eve,Thomas Middleditch,John Ortiz,Nyasha Hatendi"
390,The Prestige,2006,2h 10m,"Drama,Mystery,Thriller","Hugh Jackman,Christian Bale,Michael Caine,Scarlett Johansson,Andy Serkis"
391,The Exorcist,1973,2h 2m,"Drama,Horror","Ellen Burstyn,Jason Miller,Max von Sydow,Linda Blair,Lee J. Cobb"
392,Prometheus,2012,2h 4m,"Science Fiction,Adventure,Mystery","Noomi Rapace,Michael Fassbender,Charlize Theron,Guy Pearce,Idris Elba"
393,Predator,1987,1h 47m,"Science Fiction,Action,Adventure,Thriller","Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Richard Chaves"
394,Watchmen,2009,2h 43m,"Mystery,Fantasy,Science Fiction","Jackie Earle Haley,Patrick Wilson,Jeffrey Dean Morgan,Billy Crudup,Matthew Goode"
395,Rogue One: A Star Wars Story,2016,2h 13m,"Action,Adventure,Science Fiction","Felicity Jones,Diego Luna,Ben Mendelsohn,Donnie Yen,Mads Mikkelsen"
396,Batman Returns,1992,2h 6m,"Action,Fantasy","Michael Keaton,Danny DeVito,Michelle Pfeiffer,Christopher Walken,Michael Gough"
397,Pleassure Point,2019,0h 15m,"Drama,Music","Daniela Trucíos,Adriana Hidalgo,Kimba Vilis,Rafael Ismail,Jerico Teran"
398,On Her Majesty's Secret Service,1969,2h 22m,"Adventure,Action,Thriller","George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Ilse Steppat"
399,Casino Royale,2006,2h 24m,"Adventure,Action,Thriller","Daniel Craig,Eva Green,Mads Mikkelsen,Judi Dench,Jeffrey Wright"
400,Overboard,2018,1h 52m,"Romance,Comedy","Anna Faris,Eugenio Derbez,Eva Longoria,Emily Maddison,John Hannah"
401,Sex Tape,2014,1h 37m,Comedy,"Cameron Diaz,Jason Segel,Rob Corddry,Ellie Kemper,Rob Lowe"
402,The Possession of Hannah Grace,2018,1h 26m,Horror,"Shay Mitchell,Grey Damon,Stana Katic,Louis Herthum,J.P. Valenti"
403,The Birdcatcher's Son,2019,1h 50m,Drama,"Vígdis Eliesersdóttir Hentze Bjørck,Rudi Køhnke,Livia Millhagen,Sébastien Courivaud,Jørgen Langhelle"
404,Run All Night,2015,1h 54m,"Action,Crime,Drama,Thriller","Liam Neeson,Ed Harris,Joel Kinnaman,Boyd Holbrook,Bruce McGill"
405,The Boy Who Harnessed the Wind,2019,1h 53m,Drama,"Maxwell Simba,Chiwetel Ejiofor,Aïssa Maïga,Lily Banda,Joseph Marcell"
406,Kung Fu Panda,2008,1h 30m,"Adventure,Animation,Family,Comedy","Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu"
407,The Godfather: Part II,1974,3h 22m,"Drama,Crime","Al Pacino,Robert Duvall,Diane Keaton,Robert De Niro,John Cazale"
408,Mad Dog Labine,2019,1h 25m,Drama,"Ève-Marie Martin,Zoé Audet,Barbara Ulrich,Charlotte Aubin,Pascal Beaulieu"
409,Pitch Perfect 2,2015,1h 55m,"Comedy,Music","Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Brittany Snow,Skylar Astin"
410,Your Name.,2016,1h 46m,"Romance,Animation,Drama","Ryunosuke Kamiki,Mone Kamishiraishi,Masami Nagasawa,Etsuko Ichihara,Ryou Narita"
411,Transporter 2,2005,1h 27m,"Action,Thriller,Crime","Jason Statham,Amber Valletta,Kate Nauta,Alessandro Gassman,François Berléand"
412,Psycho,1960,1h 49m,Horror,"Anthony Perkins,Janet Leigh,Vera Miles,John Gavin,Martin Balsam"
413,Saw: The Final Chapter,2010,1h 30m,"Horror,Crime","Tobin Bell,Costas Mandylor,Betsy Russell,Cary Elwes,Sean Patrick Flanery"
414,The Children of the Dead,2019,1h 32m,Horror,"Andrea Maier,Greta Kostka,Klaus Unterrieder,Tamara Pregernigg,Lukas Eigl"
415,The Blues Brothers,1980,2h 13m,"Music,Comedy,Action,Crime","Dan Aykroyd,John Belushi,James Brown,Cab Calloway,Ray Charles"
416,Sexual Chronicles of a French Family,2012,1h 21m,"Comedy,Drama","Mathias Melloul,Valérie Maës,Stephan Hersoen,Pierre Perrier,Yan Brian"
417,White Boy Rick,2018,1h 56m,"Crime,Drama","Richie Merritt,Matthew McConaughey,Jennifer Jason Leigh,Bel Powley,RJ Cyler"
418,"10,000 BC",2008,1h 49m,"Adventure,Action,Drama,Fantasy","Steven Strait,Camilla Belle,Cliff Curtis,Nathanael Baring,Mo Zinal"
419,The Hitman's Bodyguard,2017,1h 58m,"Action,Comedy","Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Salma Hayek,Élodie Yung"
420,Friday the 13th,2009,1h 37m,Horror,"Derek Mears,Jared Padalecki,Danielle Panabaker,Amanda Righetti,Travis Van Winkle"
421,The Curious Case of Benjamin Button,2008,2h 46m,"Fantasy,Drama,Thriller,Mystery,Romance","Cate Blanchett,Brad Pitt,Tilda Swinton,Julia Ormond,Elle Fanning"
422,Lion,2016,1h 58m,Drama,"Sunny Pawar,Dev Patel,Rooney Mara,David Wenham,Nicole Kidman"
423,First Blood,1982,1h 33m,"Action,Adventure,Thriller,War","Sylvester Stallone,Richard Crenna,Brian Dennehy,Bill McKinney,Jack Starrett"
424,The Conjuring 2,2016,2h 14m,"Horror,Mystery,Thriller","Patrick Wilson,Vera Farmiga,Madison Wolfe,Frances O'Connor,Simon McBurney"
425,Mission: Impossible III,2006,2h 6m,"Adventure,Action,Thriller","Tom Cruise,Philip Seymour Hoffman,Ving Rhames,Billy Crudup,Michelle Monaghan"
426,Rocky,1976,1h 59m,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith"
427,The Princess Diaries 2: Royal Engagement,2004,1h 53m,"Comedy,Drama,Family,Romance","Anne Hathaway,Julie Andrews,Héctor Elizondo,John Rhys-Davies,Heather Matarazzo"
428,Ghost in the Shell,2017,1h 47m,"Action,Science Fiction,Thriller,Drama","Scarlett Johansson,Pilou Asbæk,Michael Pitt,Chin Han,Juliette Binoche"
429,The Croods,2013,1h 38m,"Action,Adventure,Animation,Comedy,Family,Fantasy","Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,Cloris Leachman"
430,Stan & Ollie,2018,1h 38m,"Comedy,Drama","Steve Coogan,John C. Reilly,Nina Arianda,Shirley Henderson,Danny Huston"
431,"The Good, the Bad and the Ugly",1966,2h 41m,Western,"Clint Eastwood,Eli Wallach,Lee Van Cleef,Aldo Giuffrè,Luigi Pistilli"
432,Taxi Driver,1976,1h 54m,"Crime,Drama","Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Cybill Shepherd"
433,Divergent,2014,2h 19m,"Action,Adventure,Science Fiction","Shailene Woodley,Theo James,Kate Winslet,Miles Teller,Ray Stevenson"
434,The Expendables,2010,1h 43m,"Thriller,Adventure,Action","Sylvester Stallone,Jason Statham,Dolph Lundgren,Eric Roberts,Randy Couture"
435,Kingsman: The Golden Circle,2017,2h 21m,"Action,Adventure,Comedy","Taron Egerton,Colin Firth,Julianne Moore,Mark Strong,Jeff Bridges"
436,Fifty Shades Darker,2017,1h 58m,"Drama,Romance","Dakota Johnson,Jamie Dornan,Eric Johnson,Eloise Mumford,Bella Heathcote"
437,Eighth Grade,2018,1h 34m,"Comedy,Drama","Elsie Fisher,Josh Hamilton,Emily Robinson,Jake Ryan,Daniel Zolghadri"
438,Stargate,1994,2h 1m,"Action,Adventure,Science Fiction","Kurt Russell,James Spader,Jaye Davidson,Viveca Lindfors,Alexis Cruz"
439,The Hobbit: The Desolation of Smaug,2013,2h 41m,"Adventure,Fantasy,Action","Ian McKellen,Martin Freeman,Richard Armitage,Benedict Cumberbatch,Evangeline Lilly"
440,Dilwale Dulhania Le Jayenge,1995,3h 10m,"Comedy,Drama,Romance","Shah Rukh Khan,Kajol,Amrish Puri,Anupam Kher,Satish Shah"
441,Cirque du Freak: The Vampire's Assistant,2009,1h 49m,"Adventure,Fantasy,Action,Thriller","John C. Reilly,Josh Hutcherson,Chris Massoglia,Patrick Fugit,Salma Hayek"
442,"Love, Simon",2018,1h 50m,"Comedy,Drama,Romance","Nick Robinson,Josh Duhamel,Jennifer Garner,Katherine Langford,Alexandra Shipp"
443,25th Hour,2002,2h 15m,"Crime,Drama","Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin"
444,Once Upon a Time in the West,1968,2h 46m,Western,"Claudia Cardinale,Henry Fonda,Jason Robards,Charles Bronson,Gabriele Ferzetti"
445,Sherlock Holmes: A Game of Shadows,2011,2h 9m,"Adventure,Action,Crime,Mystery","Robert Downey Jr.,Jude Law,Jared Harris,Noomi Rapace,Kelly Reilly"
446,Ice Age,2002,1h 21m,"Animation,Comedy,Family,Adventure","Ray Romano,John Leguizamo,Denis Leary,Goran Visnjic,Jack Black"
447,Indiana Jones and the Kingdom of the Crystal Skull,2008,2h 2m,"Adventure,Action","Harrison Ford,Cate Blanchett,Shia LaBeouf,Ray Winstone,Karen Allen"
448,To Live and Die in L.A.,1985,1h 56m,"Crime,Thriller","William Petersen,Willem Dafoe,John Pankow,Debra Feuer,John Turturro"
449,The Hateful Eight,2015,3h 8m,"Crime,Drama,Mystery,Western","Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Demián Bichir"
450,Superman II,1980,2h 7m,"Action,Adventure,Fantasy,Science Fiction","Gene Hackman,Christopher Reeve,Ned Beatty,Jackie Cooper,Sarah Douglas"
451,BlacKkKlansman,2018,2h 15m,"Crime,Drama","John David Washington,Adam Driver,Laura Harrier,Topher Grace,Jasper Pääkkönen"
452,Madagascar: Escape 2 Africa,2008,1h 29m,"Family,Animation,Comedy","Ben Stiller,Jada Pinkett Smith,David Schwimmer,Chris Rock,Cedric the Entertainer"
453,No Country for Old Men,2007,2h 2m,"Crime,Drama,Thriller","Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Kelly Macdonald"
454,Polar,2019,1h 59m,"Action,Crime,Drama","Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren,Ruby O. Fee"
455,The Jungle Book,2016,1h 46m,"Adventure,Drama,Family,Fantasy","Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,Scarlett Johansson"
456,Indiana Jones and the Last Crusade,1989,2h 7m,"Adventure,Action","Harrison Ford,Sean Connery,Denholm Elliott,Alison Doody,John Rhys-Davies"
457,Mission: Impossible - Rogue Nation,2015,2h 11m,Action,"Tom Cruise,Jeremy Renner,Simon Pegg,Rebecca Ferguson,Ving Rhames"
458,Tomorrow Never Dies,1997,1h 59m,"Adventure,Action,Thriller","Pierce Brosnan,Jonathan Pryce,Michelle Yeoh,Teri Hatcher,Ricky Jay"
459,Aliens,1986,2h 17m,"Action,Thriller,Science Fiction","Sigourney Weaver,Michael Biehn,Paul Reiser,Lance Henriksen,Carrie Henn"
460,Love at Second Sight,2019,1h 57m,Comedy,"François Civil,Joséphine Japy,Benjamin Lavernhe,Edith Scob,Camille Lellouche"
461,Gladiator,2000,2h 35m,"Action,Drama,Adventure","Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris"
462,Wild and Free,2018,1h 46m,Drama,"Sanya Lopez,Derrick Monasterio,Ashley Ortega,Juancho Triviño,Cheska Diaz"
463,Smallfoot,2018,1h 36m,"Animation,Family,Adventure,Fantasy","Channing Tatum,James Corden,Zendaya,Common,LeBron James"
464,12 Angry Men,1957,1h 37m,Drama,"Henry Fonda,Martin Balsam,John Fiedler,Lee J. Cobb,E.G. Marshall"
465,Hellboy II: The Golden Army,2008,2h 0m,"Adventure,Fantasy,Science Fiction","Ron Perlman,Selma Blair,Jeffrey Tambor,Doug Jones,John Hurt"
466,Alpha,2018,1h 37m,"Adventure,Drama","Kodi Smit-McPhee,Jóhannes Haukur Jóhannesson,Marcin Kowalczyk,Jens Hultén,Natassia Malthe"
467,Shutter Island,2010,2h 18m,"Drama,Thriller,Mystery","Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Emily Mortimer,Michelle Williams"
468,The Twilight Saga: Breaking Dawn - Part 2,2012,1h 55m,"Adventure,Fantasy,Drama,Romance","Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,Elizabeth Reaser"
469,Call Me by Your Name,2017,2h 12m,"Romance,Drama","Timothée Chalamet,Armie Hammer,Michael Stuhlbarg,Amira Casar,Esther Garrel"
470,Pinocchio,1940,1h 28m,"Animation,Family","Dickie Jones,Cliff Edwards,Christian Rub,Clarence Nash,Evelyn Venable"
471,The Invisible Guest,2016,1h 46m,"Mystery,Crime,Thriller","Mario Casas,José Coronado,Bárbara Lennie,Ana Wagener,Francesc Orella"
472,Alice in Wonderland,2010,1h 48m,"Family,Fantasy,Adventure","Mia Wasikowska,Johnny Depp,Anne Hathaway,Helena Bonham Carter,Crispin Glover"
473,Up,2009,1h 36m,"Animation,Comedy,Family,Adventure","Ed Asner,Jordan Nagai,Christopher Plummer,Bob Peterson,Delroy Lindo"
474,The Town,2010,2h 5m,"Crime,Drama,Thriller","Ben Affleck,Rebecca Hall,Jeremy Renner,Jon Hamm,Blake Lively"
475,Staying on Top,2002,1h 34m,"Romance,Drama","Holly Sampson,Angela Nicholas,Danny Pape,Sasha Peralto,Mia Zottoli"
476,Mission: Impossible - Ghost Protocol,2011,2h 13m,"Action,Thriller,Adventure","Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Michael Nyqvist"
477,Jupiter Ascending,2015,2h 4m,"Science Fiction,Fantasy,Action,Adventure","Mila Kunis,Channing Tatum,Sean Bean,Eddie Redmayne,Douglas Booth"
478,Kubo and the Two Strings,2016,1h 42m,"Animation,Adventure,Family","Art Parkinson,Charlize Theron,Rooney Mara,Matthew McConaughey,Ralph Fiennes"
479,Memento,2000,1h 53m,"Mystery,Thriller","Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,Stephen Tobolowsky"
480,The Bourne Ultimatum,2007,1h 55m,"Action,Drama,Mystery,Thriller","Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine"
481,Fear and Loathing in Las Vegas,1998,1h 58m,"Adventure,Drama,Comedy","Johnny Depp,Benicio del Toro,Tobey Maguire,Christina Ricci,Ellen Barkin"
482,Warcraft,2016,2h 3m,"Action,Adventure,Fantasy","Paula Patton,Travis Fimmel,Ben Foster,Robert Kazinsky,Dominic Cooper"
483,Pearl Harbor,2001,3h 3m,"History,Romance,War,Drama","Ben Affleck,Josh Hartnett,Kate Beckinsale,Cuba Gooding Jr.,Jon Voight"
484,Predator 2,1990,1h 48m,"Science Fiction,Action,Thriller","Kevin Peter Hall,Danny Glover,Gary Busey,Rubén Blades,María Conchita Alonso"
485,Outlaw King,2018,2h 2m,"Drama,Action,History","Chris Pine,Aaron Taylor-Johnson,Florence Pugh,Tony Curran,Stephen Dillane"
486,Cloudy with a Chance of Meatballs,2009,1h 30m,"Animation,Comedy,Family","Bill Hader,Anna Faris,James Caan,Andy Samberg,Bruce Campbell"
487,Red Sparrow,2018,2h 20m,"Mystery,Thriller","Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts,Charlotte Rampling,Jeremy Irons"
488,Battleship,2012,2h 11m,"Thriller,Action,Adventure,Science Fiction","Liam Neeson,Taylor Kitsch,Alexander Skarsgård,Rihanna,Tadanobu Asano"
489,Ice Age: Continental Drift,2012,1h 28m,"Animation,Comedy,Adventure,Family","John Leguizamo,Ray Romano,Chris Wedge,Denis Leary,Seann William Scott"
490,Star Trek Into Darkness,2013,2h 12m,"Action,Adventure,Science Fiction","Chris Pine,Zachary Quinto,Zoe Saldana,Karl Urban,Simon Pegg"
491,The Nightmare Before Christmas,1993,1h 16m,"Fantasy,Animation,Family","Chris Sarandon,Danny Elfman,Catherine O'Hara,William Hickey,Glenn Shadix"
492,Cloudy with a Chance of Meatballs 2,2013,1h 35m,"Animation,Family,Comedy","Bill Hader,Anna Faris,James Caan,Will Forte,Andy Samberg"
493,Shooter,2007,2h 4m,"Action,Drama,Mystery,Thriller,Crime","Mark Wahlberg,Michael Peña,Danny Glover,Kate Mara,Elias Koteas"
494,American History X,1998,1h 59m,Drama,"Edward Norton,Edward Furlong,Beverly D'Angelo,Avery Brooks,Jennifer Lien"
495,Madagascar,2005,1h 26m,"Family,Animation","Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen"
496,Lucy,2014,1h 29m,"Action,Science Fiction","Scarlett Johansson,Morgan Freeman,Choi Min-sik,Amr Waked,Julian Rhind-Tutt"
497,Battle: Los Angeles,2011,1h 56m,"Action,Science Fiction","Aaron Eckhart,Ramón Rodríguez,Will Rothhaar,Cory Hardrict,Jim Parrack"
498,300: Rise of an Empire,2014,1h 42m,"Action,War,Drama","Sullivan Stapleton,Eva Green,Lena Headey,Callan Mulvey,David Wenham"
499,Taken,2008,1h 34m,"Action,Thriller","Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser,Jon Gries"
500,Seventh Son,2014,1h 42m,"Adventure,Fantasy","Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington"
501,The Man Who Knew Too Much,1956,2h 0m,"Adventure,Crime,Drama,Mystery,Thriller","James Stewart,Doris Day,Brenda De Banzie,Bernard Miles,Alan Mowbray"
502,Holiday,2018,1h 30m,Drama,"Victoria Carmen Sonne,Lai Yde,Thijs Römer,Yuval Segal,Laura Kjær"
503,Fantastic Four,2005,1h 46m,"Action,Adventure,Fantasy,Science Fiction","Ioan Gruffudd,Jessica Alba,Chris Evans,Michael Chiklis,Julian McMahon"
504,Dumbo,1941,1h 4m,"Animation,Family","Sterling Holloway,Herman Bing,John McLeish,Edward Brophy,James Baskett"
505,Forbidden Planet,1956,1h 38m,Science Fiction,"Walter Pidgeon,Anne Francis,Leslie Nielsen,Warren Stevens,Jack Kelly"
506,Die Hard 2,1990,2h 4m,"Action,Thriller","Bruce Willis,Bonnie Bedelia,William Atherton,Reginald VelJohnson,Franco Nero"
507,The Perks of Being a Wallflower,2012,1h 43m,Drama,"Logan Lerman,Emma Watson,Ezra Miller,Paul Rudd,Nina Dobrev"
508,Scarface,1983,2h 50m,"Action,Crime,Drama,Thriller","Al Pacino,Steven Bauer,Michelle Pfeiffer,Mary Elizabeth Mastrantonio,Robert Loggia"
509,Bridge of Spies,2015,2h 21m,"Thriller,Drama","Tom Hanks,Mark Rylance,Amy Ryan,Alan Alda,Sebastian Koch"
510,Green Lantern,2011,1h 54m,"Adventure,Action,Thriller,Science Fiction","Ryan Reynolds,Blake Lively,Peter Sarsgaard,Tim Robbins,Mark Strong"
511,Tangled,2010,1h 40m,"Animation,Family","Mandy Moore,Zachary Levi,Donna Murphy,Delaney Rose Stein,Brad Garrett"
512,Hotel Transylvania,2012,1h 31m,"Animation,Comedy,Family,Fantasy","Adam Sandler,Andy Samberg,Selena Gomez,Kevin James,Fran Drescher"
513,Suicide Squad,2016,2h 4m,"Action,Adventure,Crime,Fantasy,Science Fiction","Will Smith,Margot Robbie,Joel Kinnaman,Viola Davis,Jared Leto"
514,Creed,2015,2h 13m,Drama,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashād,Tony Bellew"
515,The Scorpion King,2002,1h 32m,"Action,Fantasy,Adventure","Dwayne Johnson,Kelly Hu,Michael Clarke Duncan,Steven Brand,Bernard Hill"
516,Birthday,2019,2h 0m,Drama,"Sul Kyung-gu,Jeon Do-yeon,Yoon Chan-young,Lee Bong-ryeon,Park Jong-hwan"
517,Dogman,2018,1h 43m,"Crime,Drama,Thriller","Marcello Fonte,Edoardo Pesce,Nunzia Schiano,Adamo Dionisi,Francesco Acquaroli"
518,Southpaw,2015,2h 3m,"Action,Drama","Jake Gyllenhaal,Rachel McAdams,Forest Whitaker,Oona Laurence,50 Cent"
519,Mission: Impossible II,2000,2h 3m,"Adventure,Action,Thriller","Tom Cruise,Thandie Newton,Dougray Scott,Richard Roxburgh,Ving Rhames"
520,Asterix & Obelix: Mission Cleopatra,2002,1h 48m,"Family,Fantasy,Comedy,Adventure","Gérard Depardieu,Christian Clavier,Monica Bellucci,Alain Chabat,Jamel Debbouze"
521,A Walk Among the Tombstones,2014,1h 53m,"Crime,Drama,Mystery,Thriller","Liam Neeson,Dan Stevens,David Harbour,Boyd Holbrook,Adam David Thompson"
522,Horrible Bosses 2,2014,1h 48m,Comedy,"Jason Bateman,Jason Sudeikis,Charlie Day,Jennifer Aniston,Kevin Spacey"
523,Blindspotting,2018,1h 35m,"Comedy,Drama","Daveed Diggs,Rafael Casal,Janina Gavankar,Jasmine Cephas Jones,Ethan Embry"
524,The Transporter,2002,1h 32m,"Action,Crime,Thriller","Jason Statham,Shu Qi,François Berléand,Matt Schulze,Ric Young"
525,The Bourne Supremacy,2004,1h 48m,"Action,Drama,Thriller","Matt Damon,Franka Potente,Brian Cox,Julia Stiles,Karl Urban"
526,One Hundred and One Dalmatians,1961,1h 19m,"Adventure,Animation,Comedy,Family","Rod Taylor,J. Pat O'Malley,Betty Lou Gerson,Martha Wentworth,Ben Wright"
527,The Hangover Part III,2013,1h 40m,Comedy,"Bradley Cooper,Ed Helms,Zach Galifianakis,Justin Bartha,Ken Jeong"
528,The Upside,2019,2h 3m,"Comedy,Drama","Kevin Hart,Bryan Cranston,Nicole Kidman,Julianna Margulies,Aja Naomi King"
529,The Sixth Sense,1999,1h 47m,"Mystery,Thriller,Drama","Bruce Willis,Toni Collette,Olivia Williams,Haley Joel Osment,Donnie Wahlberg"
530,Nine 1/2 Weeks,1986,1h 57m,"Drama,Romance","Mickey Rourke,Kim Basinger,Margaret Whitton,David Margulies,Christine Baranski"
531,Into the Wild,2007,2h 28m,"Adventure,Drama","Emile Hirsch,Marcia Gay Harden,William Hurt,Jena Malone,Brian H. Dierker"
532,Night at the Museum: Battle of the Smithsonian,2009,1h 45m,"Adventure,Fantasy,Action,Comedy,Family","Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams"
533,The Terminator,1984,1h 48m,"Action,Thriller,Science Fiction","Arnold Schwarzenegger,Michael Biehn,Linda Hamilton,Paul Winfield,Lance Henriksen"
534,Life of Pi,2012,2h 7m,"Adventure,Drama,Action","Suraj Sharma,Irrfan Khan,Ayush Tandon,Gautam Belur,Adil Hussain"
535,Twelve Monkeys,1995,2h 9m,"Science Fiction,Thriller,Mystery","Bruce Willis,Madeleine Stowe,Brad Pitt,Christopher Plummer,David Morse"
536,Star Wars: Episode III - Revenge of the Sith,2005,2h 20m,"Science Fiction,Adventure,Action","Hayden Christensen,Ewan McGregor,Natalie Portman,Ian McDiarmid,Matthew Wood"
537,Kiki's Delivery Service,1989,1h 43m,"Animation,Adventure,Drama,Fantasy,Family","Minami Takayama,Rei Sakuma,Kappei Yamaguchi,Keiko Toda,Mieko Nobusawa"
538,The Spy Who Loved Me,1977,2h 5m,"Adventure,Action,Thriller","Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,Caroline Munro"
539,Percy Jackson: Sea of Monsters,2013,1h 46m,"Adventure,Family,Fantasy","Logan Lerman,Alexandra Daddario,Douglas Smith,Leven Rambin,Brandon T. Jackson"
540,John Carter,2012,2h 12m,"Action,Adventure,Science Fiction","Taylor Kitsch,Lynn Collins,Samantha Morton,Willem Dafoe,Thomas Haden Church"
541,Wrong Turn 5: Bloodlines,2012,1h 31m,"Horror,Thriller","Camilla Arfwedson,Doug Bradley,Simon Ginty,Oliver Hoare,Roxanne McKee"
542,He's Just Not That Into You,2009,2h 9m,"Comedy,Romance,Drama","Ben Affleck,Jennifer Aniston,Drew Barrymore,Jennifer Connelly,Kevin Connolly"
543,Johnny English Strikes Again,2018,1h 29m,Comedy,"Rowan Atkinson,Ben Miller,Olga Kurylenko,Jake Lacy,Emma Thompson"
544,Closer,2004,1h 44m,"Drama,Romance","Julia Roberts,Jude Law,Natalie Portman,Clive Owen,Colin Stinton"
545,It Follows,2014,1h 41m,"Horror,Thriller","Maika Monroe,Keir Gilchrist,Daniel Zovatto,Olivia Luccardi,Lili Sepe"
546,The Dreamers,2003,1h 55m,"Drama,Romance","Michael Pitt,Eva Green,Louis Garrel,Anna Chancellor,Robin Renucci"
547,Troy,2004,2h 43m,"Adventure,History","Brad Pitt,Orlando Bloom,Eric Bana,Brian Cox,Sean Bean"
548,Now You See Me,2013,1h 56m,"Thriller,Crime","Jesse Eisenberg,Mark Ruffalo,Woody Harrelson,Mélanie Laurent,Isla Fisher"
549,Leave No Trace,2018,1h 50m,Drama,"Thomasin McKenzie,Ben Foster,Jeff Kober,Dale Dickey,Dana Millican"
550,Men in Black 3,2012,1h 46m,"Action,Comedy,Science Fiction","Will Smith,Tommy Lee Jones,Josh Brolin,Michael Stuhlbarg,Emma Thompson"
551,21 Jump Street,2012,1h 49m,"Action,Comedy,Crime","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle"
552,Police Academy 4: Citizens on Patrol,1987,1h 28m,"Comedy,Crime","Steve Guttenberg,Bubba Smith,Michael Winslow,Sharon Stone,David Graf"
553,Cars 3,2017,1h 49m,"Adventure,Animation,Comedy,Family","Owen Wilson,Cristela Alonzo,Chris Cooper,Armie Hammer,Bonnie Hunt"
554,Star Trek,2009,2h 7m,"Science Fiction,Action,Adventure","Chris Pine,Zachary Quinto,Leonard Nimoy,Eric Bana,Bruce Greenwood"
555,American Pie,1999,1h 35m,"Comedy,Romance","Jason Biggs,Chris Klein,Thomas Ian Nicholas,Alyson Hannigan,Shannon Elizabeth"
556,Tag,2018,1h 40m,"Comedy,Drama","Jeremy Renner,Jon Hamm,Ed Helms,Jake Johnson,Annabelle Wallis"
557,You Only Live Twice,1967,1h 57m,"Action,Thriller,Adventure","Sean Connery,Akiko Wakabayashi,Karin Dor,Mie Hama,Tetsurō Tamba"
